1 on 1 Phlebotomy,totalScore,reviewsCount,street,city,regions serviced,state,countryCode,website,phone,categoryName,url
Brighton Mobile Phlebotomy,5,55,,Sacramento,,California,US,https://butterflystickmobilephlebotomy.godaddysites.com/,(916) 889-1819,Home health care service,https://www.google.com/maps/search/?api=1&query=Butterfly%20Stick%20Mobile%20Phlebotomy&query_place_id=ChIJ_5Ss_OCzbWYRpFNKJWeYxb0
Burdier Mobile Phlebotomy,5,1,9719 Lincoln Village Dr,Sacramento,,California,US,https://maysmobilephlebotomyservices.com/,(916) 800-2572,Health consultant,https://www.google.com/maps/search/?api=1&query=Mays%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJc1NvlSXdmoAReBh1A0-5gkE
Busy B Mobile Phlebotomy,5,4,,Sacramento,,California,US,https://www.mobileblooddraw.org/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=18199357006027082474,(916) 205-0235,Home health care service,https://www.google.com/maps/search/?api=1&query=MobileBloodDraw&query_place_id=ChIJF4A7hhO6kCUR5gdk69xakQc
Busy Beez Phlebotomy LLC,5,9,,Sacramento,,California,US,https://vitalveinslab.com/,(707) 890-2377,Blood testing service,https://www.google.com/maps/search/?api=1&query=Vital%20Veins%20Mobile%20Phlebotomy&query_place_id=ChIJxfTZAaoweS4R-PoqIF6UL8A
Butterfly Phlebotomy,3.6,16,841 San Bruno Ave W Unit 100,San Bruno,,California,US,https://bayareapls.com/?utm_source=google-maps&utm_medium=organic&utm_campaign=g-map-listing-home&utm_content=san-bruno,(415) 300-4436,Laboratory,https://www.google.com/maps/search/?api=1&query=BayPLS&query_place_id=ChIJd0WXUS5_j4ARt6k6P_pbla0
Butterfly Stick Mobile Phlebotomy,4.6,29,4455 Murphy Canyon Rd #100,San Diego,,California,US,http://fullservicemobilelab.com/,(619) 943-3200,Blood testing service,https://www.google.com/maps/search/?api=1&query=Full%20Service%20Mobile%20Lab%20Co.&query_place_id=ChIJXXyFnWSytAURJ2gMBVXQ8OM
Cape Coral Technical College,5,19,10089 Willow Creek Rd Suite 200,San Diego,,California,US,https://edgmobilephlebotomyservices.com/,(858) 722-9036,Blood testing service,https://www.google.com/maps/search/?api=1&query=EDG%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJVfzXth4vh6wRioQiS6X8gZM
Care Resource Community Health Centers,5,24,,San Diego,,California,US,https://www.mobilephlebcare.com/,(888) 959-9382,Blood testing service,https://www.google.com/maps/search/?api=1&query=PhlebCARE%20Mobile%20Phlebotomy&query_place_id=ChIJgSPr8kDsNC0Rlush056l4VQ
Caresticks Mobile Phlebotomy,,0,331 Potrero Ave,San Francisco,,California,US,https://bayareapls.com/?utm_source=google-maps&utm_medium=organic&utm_campaign=g-map-listing-home&utm_content=san-francisco,(415) 300-4436,Medical laboratory,https://www.google.com/maps/search/?api=1&query=BayPLS&query_place_id=ChIJf38Z9DF-j4ARk8JRRdIVWvY
Caring Hands Medical Lab Services,3.7,10,"1569 Sloat Blvd Second Floor, Suite 333A",San Francisco,,California,US,https://www.ucsfhealth.org/clinics/lab-services-at-lakeshore,(415) 353-2736,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UCSF%20Lab%20Services%20at%20Lakeshore&query_place_id=ChIJ3aHWlNp9j4ARG4N8jQp9d4I
Caring Hands Mobile Phlebotomy,4.6,9,1825 4th St Third Floor,San Francisco,,California,US,https://www.ucsfhealth.org/clinics/lab-services-at-mission-bay,(415) 514-2629,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UCSF%20Lab%20Services%20at%20Mission%20Bay&query_place_id=ChIJH9sSx_R_j4ARUJQ4vO4LiQk
Carolina Medical Lab,3.8,13,2330 Post St First Floor,San Francisco,,California,US,https://www.ucsfhealth.org/clinics/lab-services-at-mount-zion,(415) 885-7531,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UCSF%20Lab%20Services%20at%20Mount%20Zion&query_place_id=ChIJlTNj3MmAhYARzrss1bJm030
CATA Personnel Services Inc.,,0,1954 Camden Ave #2,San Jose,,California,US,http://www.tridentcare.com/,,Medical diagnostic imaging center,https://www.google.com/maps/search/?api=1&query=TridentCare&query_place_id=ChIJTfAAUko1joARN4n4Aw29yIE
Cavala Scientific,,0,621 Tully Rd Suite 227,San Jose,,California,US,https://5t-s-mobile-collection-lab.ueniweb.com/?utm_campaign=gmb,(408) 818-9980,Medical laboratory,https://www.google.com/maps/search/?api=1&query=5t's%20Mobile%20Collection%20Lab&query_place_id=ChIJUapLnRE1joARKMCvOKaKaQk
Cell Science Systems,3,66,2419 Forest Ave,San Jose,,California,US,https://locations.labcorp.com/ca/san-jose/23277/,(408) 557-9053,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJi15kWM3Lj4ARxpP7ovUb6uQ
Centrum Health,3.1,11,54 N Bascom Ave,San Jose,,California,US,https://locations.labcorp.com/ca/san-jose/51882/,(408) 715-0775,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJC63d4MvLj4ARS_e4bDhA9HE
Chancellor Institute,4.7,24,2589 Samaritan Dr Fl 4,San Jose,,California,US,https://stanfordhealthcare.org/medical-clinics/blood-draw-cancer-center-south-bay.html?cid=clinic%7Clocal%7CGoogle,(650) 724-4750,Medical clinic,https://www.google.com/maps/search/?api=1&query=Blood%20Draw%20at%20Stanford%20Cancer%20Center%20South%20Bay&query_place_id=ChIJay5C9a01joARqEy4Sbcqx2o
Cleveland Reliable Draw,4.7,3,1071 Blossom Hill Rd,San Jose,,California,US,https://www.sutterhealth.org/find-location/facility/san-jose-blossom-hill-center-lab,(408) 445-4040,Medical laboratory,https://www.google.com/maps/search/?api=1&query=PAMF%20LAB&query_place_id=ChIJVVlA6IczjoARCb6vMAhgmcs
"CMAG Health Solutions, LLC",,0,63 Bovet Rd,San Mateo,,California,US,https://biospecimensolutions.com/,(877) 816-3521,Research institute,https://www.google.com/maps/search/?api=1&query=BioSpecimen%20Solutions%20Inc&query_place_id=ChIJlTo7Ilmej4ARLyjAnvZAv1o
Coast Phlebotomy Services LLC,3.1,17,100 S San Mateo Dr 1ST FLOOR,San Mateo,,California,US,https://www.sutterhealth.org/find-location/facility/mills-health-center-lab-satellite-draw-station-san-mateo-campus-1043247023,(650) 696-4510,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mills%20Peninsula%20Health%20Center%20Lab%20-%20San%20Mateo%20Campus&query_place_id=ChIJ3fJuN3Gej4ARjrKt7BGCTs8
"Collaborative Diagnostics, LLC",4.9,87,4340 Redwood Hwy Suite A33,San Rafael,,California,US,https://arcpointlabs.com/sanrafael/,(415) 475-4620,Drug testing service,https://www.google.com/maps/search/?api=1&query=ARCpoint%20Labs%20of%20San%20Rafael&query_place_id=ChIJZ-gqZraXhYARTxN3-UJsh_M
Comfort Mobile Phlebotomy LLC,,0,1291 Canyon Side Ave,San Ramon,,California,US,https://www.bevel-up.net/,(925) 465-2443,Home health care service,https://www.google.com/maps/search/?api=1&query=Bevel-up%20Mobile%20Phleb&query_place_id=ChIJY5FDuJPtj4ARxvIVNkqeQNE
Compassionate Care Phlebotomy & Medical LLC,4.8,44,3199 De La Cruz Blvd,Santa Clara,,California,US,http://www.quantalabs.com/,(408) 988-0770,Laboratory,https://www.google.com/maps/search/?api=1&query=Quanta%20Laboratories&query_place_id=ChIJm29Y933Jj4ARXcSg5owtt7E
Compassionate Care Technical Center,2.9,19,2734 El Camino Real 1st Floor,Santa Clara,,California,US,https://www.sutterhealth.org/find-location/facility/santa-clara-center-lab-1043247100,(408) 524-5708,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Santa%20Clara%20Center%20Lab&query_place_id=ChIJ_VqmrRTKj4ARspw22jkM7wQ
Compassionate Touch Lab Services,5,12,3101 Ocean Park Blvd Ste 100 #403,Santa Monica,,California,US,https://healthtoptier.com/,(310) 912-0633,Home health care service,https://www.google.com/maps/search/?api=1&query=Health%20Top%20Tier-%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJNa3cJWHUhWIRBG0lXDLayDM
Concierge Lab Service,4.2,22,4663 Scotts Valley Dr,Scotts Valley,,California,US,https://www.sutterhealth.org/find-location/facility/scotts-valley-center-lab-1043246813,(831) 462-7110,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Scotts%20Valley%20Center%20Lab&query_place_id=ChIJFeGho8pAjoAR1juNgqIOVYs
Concierge Mobile Phlebotomy,5,11,,"Stockton, Lodi, Sacramento, Modesto, Tracy",East Bay,California,US,https://www.labs2you.com/,(209) 594-7076,Home health care service,https://www.google.com/maps/search/?api=1&query=Labs2You%20Mobile%20Phlebotomy&query_place_id=ChIJSfLPCh-9NA0RKx6dqGxW7V8
Confident Care Mobile Phlebotomy,4,61,301 Old San Francisco Rd Level A,Sunnyvale,,California,US,https://www.sutterhealth.org/find-location/facility/sunnyvale-center-301-lab-1043247135,(408) 730-4377,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Sunnyvale%20301%20Center%20Lab&query_place_id=ChIJSaOOImS2j4AR1gDXRMdVk_o
Connect Mobile Phlebotomy,5,92,770 County Square Dr #103,Ventura,,California,US,http://drawntoyoumobilephlebcare.com/,(805) 391-4756,Local medical services,https://www.google.com/maps/search/?api=1&query=Drawn%20To%20You%20Phlebotomy%20Care%20%26%20More&query_place_id=ChIJZXY2WkfGgUcRSqDMnOP9LU8
ConveLabs Mobile Lab Services,,0,1990 N California Blvd 8th floor floor,Walnut Creek,,California,US,http://www.theveindrawphleb.com/,(925) 393-4949,Home health care service,https://www.google.com/maps/search/?api=1&query=The%20Vein%20Draw%20Phleb%20Mobile%20Phlebotomy%20Service&query_place_id=ChIJkeqjVN5hhYARqDeLAfMaC48
Corewell Health Beaumont Grosse Pointe Hospital Laboratory - 16815 E Jefferson Ave,,0,1255 Treat Blvd,Walnut Creek,,California,US,,(925) 279-4679,Medical clinic,https://www.google.com/maps/search/?api=1&query=Nicks%20Mobile%20Lab%20LLC&query_place_id=ChIJXUap7z1hhYARe_qE2LbOgV8
Corewell Health Beaumont Troy Hospital Laboratory - 44250 Dequindre Rd,5,9,,Watsonville,,California,US,https://armstourniquets.com/,(831) 319-7099,Home health care service,https://www.google.com/maps/search/?api=1&query=Arms%20%26%20Tourniquets%20LLC&query_place_id=ChIJmbVXJxVbf4ERCPk4B0RsITc
Corewell Health Beaumont Troy Hospital Laboratory - Lake Orion,3.7,3,550 S Green Valley Rd,Watsonville,,California,US,https://www.sutterhealth.org/find-location/facility/watsonville-center-lab-1043246927,(831) 462-7110,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Watsonville%20Center%20Lab&query_place_id=ChIJZ5jdD_cajoARioF4DiJDXa8
Corewell Health William Beaumont University Hospital Laboratory - 4949 Coolidge Hwy,5,17,,"Woodland, Davis, El Macero, Natomas, West Sacramento, Winters, Dixon, Arbuckle, Dunnigan, Esparto, Sacramento, Vacaville, Fairfield",,California,US,https://www.athomemedlabs.com/,(530) 908-1096,Laboratory,https://www.google.com/maps/search/?api=1&query=At%20Home%20Mobile%20Phlebotomy&query_place_id=ChIJpZQs75QcI04Rm87hvbFU3mI
"CRCS Mobile Health, LLC",5,3,1000 Lincoln Rd ste h,Yuba City,,California,US,http://northvalleylaboratory.com/,(530) 649-7945,Home health care service,https://www.google.com/maps/search/?api=1&query=North%20Valley%20Mobile%20Phlebotomy&query_place_id=ChIJW4U-bABTm4AR0yYYm6X3N6w
Customer Service Lab,5,26,,,"Sacramento County, Yolo, County, Placer County, El Dorado County",California,US,http://www.handsofcaremobile.com/,(916) 730-9633,Laboratory,https://www.google.com/maps/search/?api=1&query=Hands%20of%20Care%20Mobile%20Phlebotomy&query_place_id=ChIJuXoTOk53FqoRtEnYSNqAarE
D of J Mobile Phlebotomy Services LLC,5,5,,,Santa Barbara County,California,US,http://www.thephlebservices.com/,,Blood testing service,https://www.google.com/maps/search/?api=1&query=The%20Phleb%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJ0U6CVDalJC8R7M8dtelrveQ
Dee's Mobile Phlebotomy Service LLC,5,6,,,Bay Area,California,US,https://bloodugo.square.site/,(408) 673-7935,Home health care service,https://www.google.com/maps/search/?api=1&query=Bloodugo%20%7C%20Mobile%20Lab%20Services&query_place_id=ChIJpU4B4ZrJj4ARfhw5g6AqDUY
"Dee's Mobile Phlebotomy Services,LLC",5,2,,,,California,US,https://labdashmobile.com/,(661) 714-9505,Blood testing service,https://www.google.com/maps/search/?api=1&query=Lab%20dash%20Mobile%20LLC%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJB6YfR-vEXA0R6YEAp7N5zvY
Delicate Hands Mobile Lab L.L.C~Your lab on Wheels,5,11,,,Bay Area,California,US,https://peaceofmindmobilephlebotomist.com/,(925) 481-9542,Blood bank,https://www.google.com/maps/search/?api=1&query=Peace%20of%20Mind%20Mobile%20phlebotomist.com&query_place_id=ChIJQYizc_xr8qoRuG6htYsTcUk
DELICATELY TOUCHED LLC Mobile Phlebotomy,5,86,,,"La County, San Diego County, Kern County, Ventura County, Riverside County",California,US,https://phlebotomy-fast-mobile-phlebotomy.square.site/s/appointments,(323) 948-2555,Home health care service,https://www.google.com/maps/search/?api=1&query=GetBlood%20Mobile%20Phlebotomy&query_place_id=ChIJCyGYBdu3woARAbPPWDvVlNs
Diagnostic Center and Laboratory Medicine at GBMC,5,7,,,"East Bay, Northern California",California,US,https://www.bevel-up.net/,(925) 465-2443,Blood testing service,https://www.google.com/maps/search/?api=1&query=Bevel-up%20At%20home%20blood%20draw%20and%20delivery%20-%20Mobile%20Phlebotomy&query_place_id=ChIJweIqVku2J04RSVkr-wP7MWk
Discounted Labs,5,28,,,San Fransisco Bay,California,US,https://www.mariposaphlebotomy.com/,(707) 280-3651,Home health care service,https://www.google.com/maps/search/?api=1&query=Mariposa%20Mobile%20Phlebotomy&query_place_id=ChIJoeP8ynZLhIAR84hBnHhr4JI
Divine Mobile Phlebotomy Services,5,2,,,"North Bay, San Fransisco Bay",California,US,https://www.mariposaphlebotomy.com/,(707) 280-3651,Laboratory,https://www.google.com/maps/search/?api=1&query=Mariposa%20mobile%20phlebotomy&query_place_id=ChIJwYvhFZsSakkR9d6A4Nk8-XI
Divine Testing Solutions,5,8,2160 Barranca Parkway #1314,Irvine,,CaliforniaUS,,https://joycemcat.wixsite.com/veinpro-mobile-phleb,(714) 756-1642,Laboratory,https://www.google.com/maps/search/?api=1&query=Veinpro%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJmb_xieEhMQQRmD24zatjWqU
"Divine Touch Mobile Phlebotomy Service, LLC",3.7,3,2821 S Parker Road,Aurora,,Colorado,US,http://mosscareservices.com/,(720) 441-3371,Blood testing service,https://www.google.com/maps/search/?api=1&query=Moss%20Care%20Services%20LLC%20(Mobile%20Phlebotomist)&query_place_id=ChIJKyAlFdFLxEkRiJ8fDn9I5ZI
DNA Profiles Inc.,3.7,3,1006 Depot Hill Rd ste b,Broomfield,,Colorado,US,http://acmemobilephlebotomyservice.com/,(720) 484-1834,Home health care service,https://www.google.com/maps/search/?api=1&query=Acme%20Mobile%20Phlebotomy%20Service&query_place_id=ChIJBy-hqceLa4cRPjOfYEDutwQ
Doctor's Clinical Lab Services,,0,,Denver,,Colorado,US,,(720) 261-7689,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Lab%20Services&query_place_id=ChIJ_____8J4bIcRzYUMSn4AWdg
"Dr. Monzer H. Yazji, MD",4.9,74,10465 Melody Dr #305,Northglenn,,Colorado,US,http://www.abolabs.org/,(720) 218-8748,Home health care service,https://www.google.com/maps/search/?api=1&query=ABOLabs%20LLC&query_place_id=ChIJz6PZ_mZLaYcR5pgmBQxUupM
Drawn to helping others,4.4,168,3670 Parker Blvd #200,Pueblo,,Colorado,US,https://healthy.kaiserpermanente.org/colorado/facilities/Pueblo-North-Medical-Offices-300011,(303) 338-4545,Medical clinic,https://www.google.com/maps/search/?api=1&query=Kaiser%20Permanente%20Pueblo%20North%20Medical%20Offices&query_place_id=ChIJg2KYYqqYE4cRE6bjuB5u5A4
Drawn To You Phlebotomy Care & More,2.8,32,3676 Parker Blvd Suite 240,Pueblo,,Colorado,US,https://locations.labcorp.com/co/pueblo/3156/,(719) 253-7127,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJ9Ve2laqYE4cRd5molcsOFUI
DS Blessed Hands Mobile Phlebotomy,5,14,,,Summit County,Colorado,US,http://www.conciergelabco.com/,(970) 343-5227,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Concierge%20Lab%20Service&query_place_id=ChIJw4Y0PF33OCsR6KB7wrkjdZk
Dynamic Touch Mobile Phlebotomy Staffing,3.5,37,4637 Main St,Bridgeport,,Connecticut,US,http://www.valleymedicalinstitute.com/,(203) 378-2210,Medical school,https://www.google.com/maps/search/?api=1&query=Valley%20Medical%20Institute&query_place_id=ChIJnZ8lidLG54kRCpvhz8JkCIE
Dynamic Touch Mobile Phlebotomy Staffing,5,1,1830 Park Ave,Bridgeport,,Connecticut,US,,(203) 685-7290,Medical clinic,https://www.google.com/maps/search/?api=1&query=PinPoint%20Phlebotomy%20LLC&query_place_id=ChIJS49DxRoP6IkR5Ryxj5KglrI
E Labs Mobile Phlebotomy & Vitals,4,45,79 Sand Pit Rd #202,Danbury,,Connecticut,US,https://findcare.nuvancehealth.org/provider/Blood+Draw+Sand+Pit+Road%2C+Danbury+-+Constitution+Diagnostics+Network+part+of+Danbury+Hospital/2456632?unified=blood+draw&sort=networks%2Crelevance%2Cavailability_density_best&from=search-list&_ga=2.124134474.172435005.1678978052-1342506751.1678308652&_gl=1*1q6boij*_ga*MTM0MjUwNjc1MS4xNjc4MzA4NjUy*_ga_R4WQ173P8V*MTY3ODk5MzA3OC4zLjEuMTY3ODk5NDMzOS4wLjAuMA%3Futm_source%3Dlistings&utm_medium=organic&utm_campaign=Yext&y_source=1_MzU2Mzc5MTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(203) 749-5740,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Blood%20Draw%20-%20Constitution%20Diagnostics%20Network%2C%20Sand%20Pit%20Rd.%20Danbury%2C%20part%20of%20Nuvance%20Health&query_place_id=ChIJzaUZADr_54kRHMuNQHnwSc0
Eazy Prickz Mobile Solutions,3.7,17,67 Sand Pit Rd,Danbury,,Connecticut,US,https://locations.labcorp.com/ct/danbury/21828/,(203) 800-3313,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJEd9FVDD_54kRkesTAql6CPk
Eazy Prickz Mobile Solutions,3.8,19,2 1/2 Dearfield Dr,Greenwich,,Connecticut,US,https://locations.labcorp.com/ct/greenwich/31048/,(203) 661-1585,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJj-Aa5zeYwokR_W5tM7GgNYc
EDG Mobile Phlebotomy Services,5,137,900 Straits Turnpike Suite C-203,Middlebury,,Connecticut,US,https://www.northeastmedicalinstitute.com/?utm_source=GMB+&utm_medium=Waterbury,(203) 391-6766,Nursing school,https://www.google.com/maps/search/?api=1&query=Northeast%20Medical%20Institute-%20Waterbury%20Campus%20%7C%20Phlebotomy%20Course%20%26%20CNA%20Class&query_place_id=ChIJ2eaUNgLB54kRaSTAF-bz-j0
Elite Mobile Examiners,5,26,505 N Main St,Naugatuck,,Connecticut,US,https://miss-diagnosis-mobile-phlebotomy.square.site/?fbclid=IwQ0xDSwK8ch1leHRuA2FlbQIxMAABHoWUIoDHW-Za7yhiBCoF6hql5DyypF-smW2Ba0jmmqHMTJOtYm8NpoNzz89A_aem_Ruf8rOoerl-oPewecVhOTQ,(860) 777-0596,Blood testing service,https://www.google.com/maps/search/?api=1&query=Miss%20Diagnosis%20Mobile%20Phlebotomy&query_place_id=ChIJN0mIBgXD54kRGCkwKirYlkM
Elite Phlebotomy,,0,1423 Quinnipiac Ave,New Haven,,Connecticut,US,http://www.vampireonthegoct.com/,(475) 323-3059,Blood testing service,https://www.google.com/maps/search/?api=1&query=Vampire%20on%20the%20go%20LLC%20Mobile%20Phlebotomist&query_place_id=ChIJtbpvZqLX54kR92tO1Ytka2Y
Elite Phlebotomy Mobile Services,3.6,43,"Medical Group Office Bldg, 11 Old Park Lane Rd",New Milford,,Connecticut,US,https://locations.questdiagnostics.com/ct/new-milford/11-old-park-ln-road,(860) 717-3550,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJ3yRc6EX054kROMF5w9vBVEo
Elite Phlebotomy Service,4.2,55,228 S Main St,Newtown,,Connecticut,US,,(475) 444-8390,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics%20Newtown&query_place_id=ChIJq6qqmjPj54kRl2ZsSPwWNas
"Elite ProLab Mobile Services, LLC",5,39,63 Saddle Rd,Norwalk,,Connecticut,US,https://amemsmobilephlebotomist.com/,(203) 943-3293,Blood testing service,https://www.google.com/maps/search/?api=1&query=Amems%20Mobile%20Phlebotomist%2C%20LLC&query_place_id=ChIJlblTH-od6IkRZZMtzDhdlmE
Emerson Health Lab - Concord,5,7,73 Waterbury Rd,Prospect,,Connecticut,US,https://www.drawntohelpothers.com/,(860) 983-0708,Laboratory,https://www.google.com/maps/search/?api=1&query=Drawn%20to%20helping%20others&query_place_id=ChIJnfWIxiPH54kRgyDZgpgA8Ho
Empress Mobile Phlebotomy Services LLC,,0,73 Waterbury Rd,Prospect,,Connecticut,US,https://www.drawntohelpothers.com/,(800) 995-7714,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Services&query_place_id=ChIJNbTJQKnG54kRDZW39ADoVjg
