title,totalScore,reviewsCount,street,city,regions serviced,state,countryCode,website,phone,categoryName,url
Labcorp,2.3,20,153 Lynch Creek Way,Petaluma,,California,US,https://locations.labcorp.com/ca/petaluma/18768/,(707) 765-2043,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJLWwOHQy0hYARBQbsp67hs0c
Blood Draw at Stanford Cancer Center South Bay,4.7,24,2589 Samaritan Dr Fl 4,San Jose,,California,US,https://stanfordhealthcare.org/medical-clinics/blood-draw-cancer-center-south-bay.html?cid=clinic%7Clocal%7CGoogle,(650) 724-4750,Medical clinic,https://www.google.com/maps/search/?api=1&query=Blood%20Draw%20at%20Stanford%20Cancer%20Center%20South%20Bay&query_place_id=ChIJay5C9a01joARqEy4Sbcqx2o
Rohnert Park Center Lab,3.3,21,6000 State Farm Dr #150,Rohnert Park,,California,US,https://www.sutterhealth.org/find-location/facility/6000-state-farm-drive-lab-1043247302,(707) 588-3020,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Rohnert%20Park%20Center%20Lab&query_place_id=ChIJd-SCEk9KhIARaSGhpMxqSlY
Watsonville Center Lab,3.7,3,550 S Green Valley Rd,Watsonville,,California,US,https://www.sutterhealth.org/find-location/facility/watsonville-center-lab-1043246927,(831) 462-7110,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Watsonville%20Center%20Lab&query_place_id=ChIJZ5jdD_cajoARioF4DiJDXa8
Labcorp,3.2,43,400 30th St # 10,Oakland,,California,US,https://locations.labcorp.com/ca/oakland/18851/,(510) 834-3951,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJv9QiV1WHj4AR83C99YQ-IGU
Quest Diagnostics,3.5,50,1181 Central Blvd Suite C,Brentwood,,California,US,https://locations.questdiagnostics.com/ca/brentwood/1181-central-boulevard,(925) 516-4900,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJX5KIfMH-j4ARB04P0k7_yOw
Quest Diagnostics,3.6,116,801 S Ham Ln Ste 1,Lodi,,California,US,https://locations.questdiagnostics.com/ca/lodi/801-s-ham-ln,(209) 333-9796,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJva9xsW2gmoARw3xE5ItlrXI
Natera Patient Service Center,4.5,33,15215 National Ave #103,Los Gatos,,California,US,https://www.natera.com/,(408) 357-9882,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Natera%20Patient%20Service%20Center&query_place_id=ChIJWULgUzQ1joAR7NuNGkQHBh4
American Red Cross Solano County,3.8,6,490 Chadbourne Rd STE A134,Fairfield,,California,US,http://www.redcross.org/,(707) 438-7060,Social services organization,https://www.google.com/maps/search/?api=1&query=American%20Red%20Cross%20Solano%20County&query_place_id=ChIJuewpTswVhYARP8Dt-tRUXMk
Quest Diagnostics,3.4,25,810 Southampton Rd Ste 109,Benicia,,California,US,https://locations.questdiagnostics.com/ca/benicia/810-southampton-rd,(707) 746-6360,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJ9RyL90xvhYARzbzIASCP9sk
UCSF Lab Services at Lakeshore,3.7,10,"1569 Sloat Blvd Second Floor, Suite 333A",San Francisco,,California,US,https://www.ucsfhealth.org/clinics/lab-services-at-lakeshore,(415) 353-2736,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UCSF%20Lab%20Services%20at%20Lakeshore&query_place_id=ChIJ3aHWlNp9j4ARG4N8jQp9d4I
TridentCare,,0,7075 Redwood Blvd Suite M,Novato,,California,US,http://www.tridentcare.com/,,Medical diagnostic imaging center,https://www.google.com/maps/search/?api=1&query=TridentCare&query_place_id=ChIJR5qLbkm9hYARbCOALRWtjrk
Labcorp,3.1,11,54 N Bascom Ave,San Jose,,California,US,https://locations.labcorp.com/ca/san-jose/51882/,(408) 715-0775,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJC63d4MvLj4ARS_e4bDhA9HE
Quanta Laboratories,4.8,44,3199 De La Cruz Blvd,Santa Clara,,California,US,http://www.quantalabs.com/,(408) 988-0770,Laboratory,https://www.google.com/maps/search/?api=1&query=Quanta%20Laboratories&query_place_id=ChIJm29Y933Jj4ARXcSg5owtt7E
Full Service Mobile Lab Co.,4.6,29,4455 Murphy Canyon Rd #100,San Diego,,California,US,http://fullservicemobilelab.com/,(619) 943-3200,Blood testing service,https://www.google.com/maps/search/?api=1&query=Full%20Service%20Mobile%20Lab%20Co.&query_place_id=ChIJXXyFnWSytAURJ2gMBVXQ8OM
Gateway Mobile Phlebotomy,,0,400 Corporate Pointe #300,Culver City,,California,US,,(323) 744-2653,Laboratory,https://www.google.com/maps/search/?api=1&query=Gateway%20Mobile%20Phlebotomy&query_place_id=ChIJHXW1ASe3woAR66k3Mwm1LhM
North Valley Mobile Phlebotomy,5,3,1000 Lincoln Rd ste h,Yuba City,,California,US,http://northvalleylaboratory.com/,(530) 649-7945,Home health care service,https://www.google.com/maps/search/?api=1&query=North%20Valley%20Mobile%20Phlebotomy&query_place_id=ChIJW4U-bABTm4AR0yYYm6X3N6w
Mays Mobile Phlebotomy Services,5,1,9719 Lincoln Village Dr,Sacramento,,California,US,https://maysmobilephlebotomyservices.com/,(916) 800-2572,Health consultant,https://www.google.com/maps/search/?api=1&query=Mays%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJc1NvlSXdmoAReBh1A0-5gkE
Mobile Lab Services,,0,,Denver,,Colorado,US,,(720) 261-7689,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Lab%20Services&query_place_id=ChIJ_____8J4bIcRzYUMSn4AWdg
Acme Mobile Phlebotomy Service,3.7,3,1006 Depot Hill Rd ste b,Broomfield,,Colorado,US,http://acmemobilephlebotomyservice.com/,(720) 484-1834,Home health care service,https://www.google.com/maps/search/?api=1&query=Acme%20Mobile%20Phlebotomy%20Service&query_place_id=ChIJBy-hqceLa4cRPjOfYEDutwQ
ABOLabs LLC,4.9,74,10465 Melody Dr #305,Northglenn,,Colorado,US,http://www.abolabs.org/,(720) 218-8748,Home health care service,https://www.google.com/maps/search/?api=1&query=ABOLabs%20LLC&query_place_id=ChIJz6PZ_mZLaYcR5pgmBQxUupM
Labcorp,2.8,32,3676 Parker Blvd Suite 240,Pueblo,,Colorado,US,https://locations.labcorp.com/co/pueblo/3156/,(719) 253-7127,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJ9Ve2laqYE4cRd5molcsOFUI
Kaiser Permanente Pueblo North Medical Offices,4.4,168,3670 Parker Blvd #200,Pueblo,,Colorado,US,https://healthy.kaiserpermanente.org/colorado/facilities/Pueblo-North-Medical-Offices-300011,(303) 338-4545,Medical clinic,https://www.google.com/maps/search/?api=1&query=Kaiser%20Permanente%20Pueblo%20North%20Medical%20Offices&query_place_id=ChIJg2KYYqqYE4cRE6bjuB5u5A4
Academy of Medical Training Inc.,4.6,63,521 Wolcott St,Waterbury,,Connecticut,US,http://beacnact.com/,(203) 528-0433,Medical school,https://www.google.com/maps/search/?api=1&query=Academy%20of%20Medical%20Training%20Inc.&query_place_id=ChIJHYyD9t7A54kR-Mws60xL2P8
Northeast Medical Institute- Waterbury Campus | Phlebotomy Course & CNA Class,5,137,900 Straits Turnpike Suite C-203,Middlebury,,Connecticut,US,https://www.northeastmedicalinstitute.com/?utm_source=GMB+&utm_medium=Waterbury,(203) 391-6766,Nursing school,https://www.google.com/maps/search/?api=1&query=Northeast%20Medical%20Institute-%20Waterbury%20Campus%20%7C%20Phlebotomy%20Course%20%26%20CNA%20Class&query_place_id=ChIJ2eaUNgLB54kRaSTAF-bz-j0
Eazy Prickz Mobile Solutions,5,2,1266 E Main St Suite 700R,Stamford,,Connecticut,US,https://www.eazyprickz.com/,(833) 397-7425,Blood testing service,https://www.google.com/maps/search/?api=1&query=Eazy%20Prickz%20Mobile%20Solutions&query_place_id=ChIJgfb-OoM9JQwRi7NMoSeKBB0
PinPoint Phlebotomy LLC,5,1,1830 Park Ave,Bridgeport,,Connecticut,US,,(203) 685-7290,Medical clinic,https://www.google.com/maps/search/?api=1&query=PinPoint%20Phlebotomy%20LLC&query_place_id=ChIJS49DxRoP6IkR5Ryxj5KglrI
QuikDraw Phlebotomy School LLC,5,130,100 Beard Sawmill Rd #330,Shelton,,Connecticut,US,https://quikdrawschool.com/,(203) 529-7260,Training center,https://www.google.com/maps/search/?api=1&query=QuikDraw%20Phlebotomy%20School%20LLC&query_place_id=ChIJSeHiJIcL6IkRlGt5ZLRPS_k
Drawn to helping others,5,7,73 Waterbury Rd,Prospect,,Connecticut,US,https://www.drawntohelpothers.com/,(860) 983-0708,Laboratory,https://www.google.com/maps/search/?api=1&query=Drawn%20to%20helping%20others&query_place_id=ChIJnfWIxiPH54kRgyDZgpgA8Ho
Vampire on the go LLC Mobile Phlebotomist,,0,1423 Quinnipiac Ave,New Haven,,Connecticut,US,http://www.vampireonthegoct.com/,(475) 323-3059,Blood testing service,https://www.google.com/maps/search/?api=1&query=Vampire%20on%20the%20go%20LLC%20Mobile%20Phlebotomist&query_place_id=ChIJtbpvZqLX54kR92tO1Ytka2Y
"Amems Mobile Phlebotomist, LLC",5,39,63 Saddle Rd,Norwalk,,Connecticut,US,https://amemsmobilephlebotomist.com/,(203) 943-3293,Blood testing service,https://www.google.com/maps/search/?api=1&query=Amems%20Mobile%20Phlebotomist%2C%20LLC&query_place_id=ChIJlblTH-od6IkRZZMtzDhdlmE
Miss Diagnosis Mobile Phlebotomy,5,26,505 N Main St,Naugatuck,,Connecticut,US,https://miss-diagnosis-mobile-phlebotomy.square.site/?fbclid=IwQ0xDSwK8ch1leHRuA2FlbQIxMAABHoWUIoDHW-Za7yhiBCoF6hql5DyypF-smW2Ba0jmmqHMTJOtYm8NpoNzz89A_aem_Ruf8rOoerl-oPewecVhOTQ,(860) 777-0596,Blood testing service,https://www.google.com/maps/search/?api=1&query=Miss%20Diagnosis%20Mobile%20Phlebotomy&query_place_id=ChIJN0mIBgXD54kRGCkwKirYlkM
Mobile Phlebotomy Services,,0,73 Waterbury Rd,Prospect,,Connecticut,US,https://www.drawntohelpothers.com/,(800) 995-7714,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Services&query_place_id=ChIJNbTJQKnG54kRDZW39ADoVjg
Quest Diagnostics,3.5,43,555 Lordship Blvd First Floor,Stratford,,Connecticut,US,https://locations.questdiagnostics.com/ct/stratford/555-lordship-blvd,(203) 290-3145,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJYyylvFYa54gR-vxG6MLb8zY
Valley Medical Institute,3.5,37,4637 Main St,Bridgeport,,Connecticut,US,http://www.valleymedicalinstitute.com/,(203) 378-2210,Medical school,https://www.google.com/maps/search/?api=1&query=Valley%20Medical%20Institute&query_place_id=ChIJnZ8lidLG54kRCpvhz8JkCIE
Quest Diagnostics,3.6,43,"Medical Group Office Bldg, 11 Old Park Lane Rd",New Milford,,Connecticut,US,https://locations.questdiagnostics.com/ct/new-milford/11-old-park-ln-road,(860) 717-3550,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJ3yRc6EX054kROMF5w9vBVEo
Quest Diagnostics Newtown,4.2,55,228 S Main St,Newtown,,Connecticut,US,,(475) 444-8390,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics%20Newtown&query_place_id=ChIJq6qqmjPj54kRl2ZsSPwWNas
Labcorp,3.8,19,2 1/2 Dearfield Dr,Greenwich,,Connecticut,US,https://locations.labcorp.com/ct/greenwich/31048/,(203) 661-1585,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJj-Aa5zeYwokR_W5tM7GgNYc
Labcorp,3.7,17,67 Sand Pit Rd,Danbury,,Connecticut,US,https://locations.labcorp.com/ct/danbury/21828/,(203) 800-3313,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJEd9FVDD_54kRkesTAql6CPk
"Blood Draw - Constitution Diagnostics Network, Sand Pit Rd. Danbury, part of Nuvance Health",4,45,79 Sand Pit Rd #202,Danbury,,Connecticut,US,https://findcare.nuvancehealth.org/provider/Blood+Draw+Sand+Pit+Road%2C+Danbury+-+Constitution+Diagnostics+Network+part+of+Danbury+Hospital/2456632?unified=blood+draw&sort=networks%2Crelevance%2Cavailability_density_best&from=search-list&_ga=2.124134474.172435005.1678978052-1342506751.1678308652&_gl=1*1q6boij*_ga*MTM0MjUwNjc1MS4xNjc4MzA4NjUy*_ga_R4WQ173P8V*MTY3ODk5MzA3OC4zLjEuMTY3ODk5NDMzOS4wLjAuMA%3Futm_source%3Dlistings&utm_medium=organic&utm_campaign=Yext&y_source=1_MzU2Mzc5MTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(203) 749-5740,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Blood%20Draw%20-%20Constitution%20Diagnostics%20Network%2C%20Sand%20Pit%20Rd.%20Danbury%2C%20part%20of%20Nuvance%20Health&query_place_id=ChIJzaUZADr_54kRHMuNQHnwSc0
"PHLEB STARZ MOBILE PHLEBOTOMY,LLC",5,7,200 Continental Dr,Newark,,Delaware,US,,,Blood testing service,https://www.google.com/maps/search/?api=1&query=PHLEB%20STARZ%20MOBILE%20PHLEBOTOMY%2CLLC&query_place_id=ChIJRfzNuPwBx4kRQzTBDQf7cIU
Washington Health Institute,3.7,23,1140 Varnum St NE Suite 203,Washington,,District of Columbia,US,https://dc-whi.org/,(202) 525-5175,Medical clinic,https://www.google.com/maps/search/?api=1&query=Washington%20Health%20Institute&query_place_id=ChIJrU6y45bHt4kR9d2_R-JLRQM
Mobile Phlebotomy Excellence,5,112,5825 US Hwy 27 N,Sebring,,Florida,US,http://mobilephlebexcellence.com/,(888) 915-2988,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Excellence&query_place_id=ChIJpzV9AzEgm4QRqxCOp-h41a8
Superior Care Mobile Phlebotomy LLC,5,40,3350 SW 148th Ave Suit 110,Miramar,,Florida,US,http://www.superiorcaremobile.com/,(954) 951-3999,Laboratory,https://www.google.com/maps/search/?api=1&query=Superior%20Care%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJTSebJ1Ov2YgRDmlPc8bce1A
ConveLabs Mobile Lab Services,5,161,1800 Pembrook Dr Suite 300,Orlando,,Florida,US,https://www.convelabs.com/,(941) 527-9169,Medical laboratory,https://www.google.com/maps/search/?api=1&query=ConveLabs%20Mobile%20Lab%20Services&query_place_id=ChIJXw6m5nZx54gRBg0C4uAM96I
"Angel Hands Mobile Phlebotomy Services, LLC",5,19,2007 S Westmoreland Dr,Orlando,,Florida,US,,(321) 878-7917,Laboratory,https://www.google.com/maps/search/?api=1&query=Angel%20Hands%20Mobile%20Phlebotomy%20Services%2C%20LLC&query_place_id=ChIJuQMLRk2R3YgRnnS79wx_hU0
VAMP Veteran Accuracy Mobile Phlebotomy,5,6,7901 4th St N #20352,St. Petersburg,,Florida,US,https://vamplabs.com/,(813) 578-8865,Blood testing service,https://www.google.com/maps/search/?api=1&query=VAMP%20Veteran%20Accuracy%20Mobile%20Phlebotomy&query_place_id=ChIJLRftgRfZwogRqLes-icRt8M
Elite Phlebotomy Service,,0,8370 W Flagler St STE 222,Miami,,Florida,US,,(786) 424-8595,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Elite%20Phlebotomy%20Service&query_place_id=ChIJ62Boyh-52YgRLPG1I7Fl5nI
Island Life Phlebotomy,5,4,100410 Overseas Hwy #305,Key Largo,,Florida,US,https://islandlifephlebotomy.org/,(305) 879-9077,Laboratory,https://www.google.com/maps/search/?api=1&query=Island%20Life%20Phlebotomy&query_place_id=ChIJsRD-P7Rp14gRj8wYrq40u84
Dynamic Touch Mobile Phlebotomy Staffing,5,6,1550 Madruga Ave,Coral Gables,,Florida,US,http://dynamictouchstaffing.com/,(561) 249-9081,Laboratory,https://www.google.com/maps/search/?api=1&query=Dynamic%20Touch%20Mobile%20Phlebotomy%20Staffing&query_place_id=ChIJ0XkM-mbH2YgRUkhqqzOE9lY
OneBlood,4.4,38,1855 N University Dr #1827,Coral Springs,,Florida,US,https://www.oneblood.org/?utm_source=gmb&utm_medium=yext,(954) 282-5195,Blood donation center,https://www.google.com/maps/search/?api=1&query=OneBlood&query_place_id=ChIJteZhzD8F2YgRIhqnoFHhUGY
A Gentle Touch Inc,5,61,500 S Australian Ave #636,West Palm Beach,,Florida,US,http://phlebprovider.com/,(561) 320-3071,Blood testing service,https://www.google.com/maps/search/?api=1&query=A%20Gentle%20Touch%20Inc&query_place_id=ChIJbTxVy-lTN04RynxU0ZBIBHg
Ruby’s Academy for Health Occupations,4.6,49,4735 N University Dr,Lauderhill,,Florida,US,http://www.rubysacademyhealth.com/,(954) 584-1970,Nursing school,https://www.google.com/maps/search/?api=1&query=Ruby%E2%80%99s%20Academy%20for%20Health%20Occupations&query_place_id=ChIJp5OnUd4G2YgR31Ic62tiD4A
iComply Testing Solutions | Pompano Beach - Drug Test - Paternity Test - Mobile Blood Test,5,37,555 S Pompano Pkwy Suite 3,Pompano Beach,,Florida,US,http://www.icomplytesting.com/,(954) 859-5981,Drug testing service,https://www.google.com/maps/search/?api=1&query=iComply%20Testing%20Solutions%20%7C%20Pompano%20Beach%20-%20Drug%20Test%20-%20Paternity%20Test%20-%20Mobile%20Blood%20Test&query_place_id=ChIJ32hqSGgD2YgRmoG9WQouWIQ
Chancellor Institute,4.5,56,2900 W Cypress Creek Rd STE 7,Fort Lauderdale,,Florida,US,https://ichancellor.edu/,(954) 400-0620,Nursing school,https://www.google.com/maps/search/?api=1&query=Chancellor%20Institute&query_place_id=ChIJZwxNZI4E2YgRIAO7F9Ice-I
Labcorp,2.7,80,333 S Tamiami Trl Ste 173,Venice,,Florida,US,https://locations.labcorp.com/fl/venice/241/,(941) 484-2694,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJW0GgEbpbw4gR5FSPfVTa2U8
Any Lab Test Now,3.9,21,1676 S Congress Ave,Palm Springs,,Florida,US,https://www.anylabtestnow.com/palm-springs-33461/,(561) 323-2114,Blood testing service,https://www.google.com/maps/search/?api=1&query=Any%20Lab%20Test%20Now&query_place_id=ChIJzwu6TB3Y2IgRACleTZwF5f8
Quest Diagnostics,3.8,237,2885 SW Cafe Ct,Palm City,,Florida,US,https://locations.questdiagnostics.com/fl/palm-city/2885-cafe-court,(772) 286-2024,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJ4ReVVtnC3ogRznZIVMwtPOY
LA Medical Associates,4.8,116,11000 Prosperity Farms Rd STE 206,Palm Beach Gardens,,Florida,US,https://www.lamedicalpb.com/,(561) 433-5577,Doctor,https://www.google.com/maps/search/?api=1&query=LA%20Medical%20Associates&query_place_id=ChIJnaadaNUr34gRf0ICM3DanBs
American Health Associates,2.7,7,15712 SW 41st St #16,Davie,,Florida,US,https://www.americanhealthassociates.com/,(954) 349-1160,Medical laboratory,https://www.google.com/maps/search/?api=1&query=American%20Health%20Associates&query_place_id=ChIJfxGayTan2YgRx5v2S_bhpEM
Labcorp at Walgreens,2.7,44,15055 Jog Rd,Delray Beach,,Florida,US,https://locations.labcorp.com/fl/delray-beach/31396/,(561) 962-1835,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp%20at%20Walgreens&query_place_id=ChIJIS0fPNcf2YgRsq546nxEoGk
Quest Diagnostics,2.6,85,4888 Davis Blvd,Naples,,Florida,US,,(866) 697-8378,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJPfHqdf_i2ogRt2649BXIwDQ
Quest Diagnostics,2.8,567,3343 Sheridan St,Hollywood,,Florida,US,https://locations.questdiagnostics.com/fl/hollywood/3343-sheridan-st,(954) 985-0659,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJo3rhbtKr2YgRQmo9vBZBwgg
Bloom Direct Primary Care,5,15,8890 Terrene Ct,Bonita Springs,,Florida,US,http://www.bloomdirectprimarycare.com/,(239) 799-4181,Medical office,https://www.google.com/maps/search/?api=1&query=Bloom%20Direct%20Primary%20Care&query_place_id=ChIJ7waV-JMZ24gRxaH_fX27-pU
Quest Diagnostics,3.9,76,212 NE 19th Dr,Okeechobee,,Florida,US,https://locations.questdiagnostics.com/fl/okeechobee/212-ne-19th-dr,(863) 464-9864,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJC9r3ZRcg3IgRlso97BBlYZQ
Quest Diagnostics,3,331,17900 NW 5th St Suite 101,Pembroke Pines,,Florida,US,https://locations.questdiagnostics.com/fl/pembroke-pines/17900-nw-5th-street,(954) 392-6508,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJdXFuhl6h2YgR7rro1zavhAw
Centrum Health,4.9,110,3690 Davie Blvd,Fort Lauderdale,,Florida,US,https://www.centrumhealth.com/,(954) 833-0010,Medical clinic,https://www.google.com/maps/search/?api=1&query=Centrum%20Health&query_place_id=ChIJQ5-B60gH2YgRBxL_v9JPS9g
Quest Diagnostics,3.4,139,4700 N Congress Ave STE 303,West Palm Beach,,Florida,US,https://locations.questdiagnostics.com/fl/west-palm-beach/4700-n-congress-ave,(561) 594-0023,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJzWpVbK7V2IgRW2s03T1qsOU
Quest Diagnostics Key West,4.4,73,2800 N Roosevelt Blvd,Key West,,Florida,US,,(786) 457-7732,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics%20Key%20West&query_place_id=ChIJPTDvWRex0YgRC8ZqBY-lrGw
