name,totalScore,reviewsCount,street,regions serviced,city,state,countryCode,website,phone,categoryName,url,is_mobile_phlebotomy,is_nationwide,verified_service_areas,validation_notes
Mays Mobile Phlebotomy Services,5,1,9719 Lincoln Village Dr,,Sacramento,California,US,https://maysmobilephlebotomyservices.com/,(916) 800-2572,Health consultant,https://www.google.com/maps/search/?api=1&query=Mays%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJc1NvlSXdmoAReBh1A0-5gkE,Yes,No,"Sacramento, California area",Mobile phlebotomy health consultant service based in Sacramento. Provides convenient mobile blood draw services.
Mobile Lab Services,,0,,,Denver,Colorado,US,,(720) 261-7689,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Lab%20Services&query_place_id=ChIJ_____8J4bIcRzYUMSn4AWdg,Yes,No,"Denver, Colorado area",Mobile laboratory services operating in Denver area. Limited online presence.
Acme Mobile Phlebotomy Service,3.7,3,1006 Depot Hill Rd ste b,,Broomfield,Colorado,US,http://acmemobilephlebotomyservice.com/,(720) 484-1834,Home health care service,https://www.google.com/maps/search/?api=1&query=Acme%20Mobile%20Phlebotomy%20Service&query_place_id=ChIJBy-hqceLa4cRPjOfYEDutwQ,Yes,No,"Broomfield, Colorado area",Home health care mobile phlebotomy service based in Broomfield. Provides convenient at-home blood collection services.
ABOLabs LLC,4.9,74,10465 Melody Dr #305,,Northglenn,Colorado,US,http://www.abolabs.org/,(720) 218-8748,Home health care service,https://www.google.com/maps/search/?api=1&query=ABOLabs%20LLC&query_place_id=ChIJz6PZ_mZLaYcR5pgmBQxUupM,Yes,No,"Colorado and Wyoming (Cheyenne, WY to Colorado Springs, CO)","Number one mobile lab services provider in Colorado and Wyoming for 4+ years. 15-minute appointments, 99% retention rate. Serves home or office locations."
Academy of Medical Training Inc.,4.6,63,521 Wolcott St,,Waterbury,Connecticut,US,http://beacnact.com/,(203) 528-0433,Medical school,https://www.google.com/maps/search/?api=1&query=Academy%20of%20Medical%20Training%20Inc.&query_place_id=ChIJHYyD9t7A54kR-Mws60xL2P8,No,No,"Waterbury, Connecticut","Medical training school, not a mobile phlebotomy service."
Northeast Medical Institute- Waterbury Campus | Phlebotomy Course & CNA Class,5,137,900 Straits Turnpike Suite C-203,,Middlebury,Connecticut,US,https://www.northeastmedicalinstitute.com/?utm_source=GMB+&utm_medium=Waterbury,(203) 391-6766,Nursing school,https://www.google.com/maps/search/?api=1&query=Northeast%20Medical%20Institute-%20Waterbury%20Campus%20%7C%20Phlebotomy%20Course%20%26%20CNA%20Class&query_place_id=ChIJ2eaUNgLB54kRaSTAF-bz-j0,No,No,"Middlebury, Connecticut","Nursing and phlebotomy training school, not a mobile phlebotomy service."
Eazy Prickz Mobile Solutions,5,2,1266 E Main St Suite 700R,,Stamford,Connecticut,US,https://www.eazyprickz.com/,(833) 397-7425,Blood testing service,https://www.google.com/maps/search/?api=1&query=Eazy%20Prickz%20Mobile%20Solutions&query_place_id=ChIJgfb-OoM9JQwRi7NMoSeKBB0,Yes,No,"Danbury, Connecticut",Mobile phlebotomy service - company name clearly indicates mobile solutions specialization.
PinPoint Phlebotomy LLC,5,1,1830 Park Ave,,Bridgeport,Connecticut,US,,(203) 685-7290,Medical clinic,https://www.google.com/maps/search/?api=1&query=PinPoint%20Phlebotomy%20LLC&query_place_id=ChIJS49DxRoP6IkR5Ryxj5KglrI,Yes,No,"Bridgeport, Connecticut area",Mobile phlebotomy medical clinic service based in Bridgeport.
QuikDraw Phlebotomy School LLC,5,130,100 Beard Sawmill Rd #330,,Shelton,Connecticut,US,https://quikdrawschool.com/,(203) 529-7260,Training center,https://www.google.com/maps/search/?api=1&query=QuikDraw%20Phlebotomy%20School%20LLC&query_place_id=ChIJSeHiJIcL6IkRlGt5ZLRPS_k,No,No,"Shelton, Connecticut","Phlebotomy training center, not a mobile phlebotomy service."
Drawn to helping others,5,7,73 Waterbury Rd,,Prospect,Connecticut,US,https://www.drawntohelpothers.com/,(860) 983-0708,Laboratory,https://www.google.com/maps/search/?api=1&query=Drawn%20to%20helping%20others&query_place_id=ChIJnfWIxiPH54kRgyDZgpgA8Ho,Yes,No,"Prospect, Connecticut area",Mobile phlebotomy laboratory service operating from Prospect.
Vampire on the go LLC Mobile Phlebotomist,,0,1423 Quinnipiac Ave,,New Haven,Connecticut,US,http://www.vampireonthegoct.com/,(475) 323-3059,Blood testing service,https://www.google.com/maps/search/?api=1&query=Vampire%20on%20the%20go%20LLC%20Mobile%20Phlebotomist&query_place_id=ChIJtbpvZqLX54kR92tO1Ytka2Y,Yes,No,"New Haven, Connecticut area",Mobile phlebotomist blood testing service. Name clearly indicates mobile service focus.
"Amems Mobile Phlebotomist, LLC",5,39,63 Saddle Rd,,Norwalk,Connecticut,US,https://amemsmobilephlebotomist.com/,(203) 943-3293,Blood testing service,https://www.google.com/maps/search/?api=1&query=Amems%20Mobile%20Phlebotomist%2C%20LLC&query_place_id=ChIJlblTH-od6IkRZZMtzDhdlmE,Yes,No,"Norwalk, Connecticut area",Mobile phlebotomist blood testing service based in Norwalk. Established mobile phlebotomy company.
Miss Diagnosis Mobile Phlebotomy,5,26,505 N Main St,,Naugatuck,Connecticut,US,https://miss-diagnosis-mobile-phlebotomy.square.site/?fbclid=IwQ0xDSwK8ch1leHRuA2FlbQIxMAABHoWUIoDHW-Za7yhiBCoF6hql5DyypF-smW2Ba0jmmqHMTJOtYm8NpoNzz89A_aem_Ruf8rOoerl-oPewecVhOTQ,(860) 777-0596,Blood testing service,https://www.google.com/maps/search/?api=1&query=Miss%20Diagnosis%20Mobile%20Phlebotomy&query_place_id=ChIJN0mIBgXD54kRGCkwKirYlkM,Yes,No,"Naugatuck, Connecticut area",Mobile phlebotomy blood testing service. Company name clearly indicates mobile service specialization.
Mobile Phlebotomy Services,,0,73 Waterbury Rd,,Prospect,Connecticut,US,https://www.drawntohelpothers.com/,(800) 995-7714,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Services&query_place_id=ChIJNbTJQKnG54kRDZW39ADoVjg,Yes,No,"Glendale, California area","VitusLA - Mobile phlebotomy, specimen collection & nursing service. Works with hospice, home health, board and care facilities. Provides convenient alternative to facility visits."
Valley Medical Institute,3.5,37,4637 Main St,,Bridgeport,Connecticut,US,http://www.valleymedicalinstitute.com/,(203) 378-2210,Medical school,https://www.google.com/maps/search/?api=1&query=Valley%20Medical%20Institute&query_place_id=ChIJnZ8lidLG54kRCpvhz8JkCIE,No,No,"Bridgeport, Connecticut","Medical training school, not a mobile phlebotomy service."
"Blood Draw - Constitution Diagnostics Network, Sand Pit Rd. Danbury, part of Nuvance Health",4,45,79 Sand Pit Rd #202,,Danbury,Connecticut,US,https://findcare.nuvancehealth.org/provider/Blood+Draw+Sand+Pit+Road%2C+Danbury+-+Constitution+Diagnostics+Network+part+of+Danbury+Hospital/2456632?unified=blood+draw&sort=networks%2Crelevance%2Cavailability_density_best&from=search-list&_ga=2.124134474.172435005.1678978052-1342506751.1678308652&_gl=1*1q6boij*_ga*MTM0MjUwNjc1MS4xNjc4MzA4NjUy*_ga_R4WQ173P8V*MTY3ODk5MzA3OC4zLjEuMTY3ODk5NDMzOS4wLjAuMA%3Futm_source%3Dlistings&utm_medium=organic&utm_campaign=Yext&y_source=1_MzU2Mzc5MTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(203) 749-5740,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Blood%20Draw%20-%20Constitution%20Diagnostics%20Network%2C%20Sand%20Pit%20Rd.%20Danbury%2C%20part%20of%20Nuvance%20Health&query_place_id=ChIJzaUZADr_54kRHMuNQHnwSc0,No,No,"Danbury, Connecticut",Fixed diagnostic center location part of Nuvance Health network. Not a mobile phlebotomy service.
"PHLEB STARZ MOBILE PHLEBOTOMY,LLC",5,7,200 Continental Dr,,Newark,Delaware,US,,,Blood testing service,https://www.google.com/maps/search/?api=1&query=PHLEB%20STARZ%20MOBILE%20PHLEBOTOMY%2CLLC&query_place_id=ChIJRfzNuPwBx4kRQzTBDQf7cIU,Yes,No,"Newark, Delaware area",Mobile phlebotomy blood testing service. Company name clearly indicates mobile phlebotomy specialization.
Mobile Phlebotomy Excellence,5,112,5825 US Hwy 27 N,,Sebring,Florida,US,http://mobilephlebexcellence.com/,(888) 915-2988,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Excellence&query_place_id=ChIJpzV9AzEgm4QRqxCOp-h41a8,Yes,No,"Highlands County, Florida (Sebring and surrounding areas)","Mobile concierge phlebotomy service in Highlands County. Licensed and insured with 14+ years experience. Offers routine collections, STAT services, DNA testing, drug testing."
Superior Care Mobile Phlebotomy LLC,5,40,3350 SW 148th Ave Suit 110,,Miramar,Florida,US,http://www.superiorcaremobile.com/,(954) 951-3999,Laboratory,https://www.google.com/maps/search/?api=1&query=Superior%20Care%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJTSebJ1Ov2YgRDmlPc8bce1A,Yes,No,"Palm Beach, Miami-Dade, & Broward Counties, Florida","BBB accredited mobile phlebotomy service in South Florida. Provides blood work services including routine labs, stat labs, and specialty kits. Based in Hollywood, FL."
ConveLabs Mobile Lab Services,5,161,1800 Pembrook Dr Suite 300,,Orlando,Florida,US,https://www.convelabs.com/,(941) 527-9169,Medical laboratory,https://www.google.com/maps/search/?api=1&query=ConveLabs%20Mobile%20Lab%20Services&query_place_id=ChIJXw6m5nZx54gRBg0C4uAM96I,Yes,No,"Orlando, Florida area",Mobile laboratory services based in Orlando. Provides convenient mobile lab specimen collection and testing.
"Angel Hands Mobile Phlebotomy Services, LLC",5,19,2007 S Westmoreland Dr,,Orlando,Florida,US,,(321) 878-7917,Laboratory,https://www.google.com/maps/search/?api=1&query=Angel%20Hands%20Mobile%20Phlebotomy%20Services%2C%20LLC&query_place_id=ChIJuQMLRk2R3YgRnnS79wx_hU0,Yes,No,"Orlando, Florida area",Mobile phlebotomy laboratory service. Company name clearly indicates mobile phlebotomy specialization.
VAMP Veteran Accuracy Mobile Phlebotomy,5,6,7901 4th St N #20352,,St. Petersburg,Florida,US,https://vamplabs.com/,(813) 578-8865,Blood testing service,https://www.google.com/maps/search/?api=1&query=VAMP%20Veteran%20Accuracy%20Mobile%20Phlebotomy&query_place_id=ChIJLRftgRfZwogRqLes-icRt8M,Yes,No,"St. Petersburg, Florida area",Veteran-owned mobile phlebotomy blood testing service. Company name clearly indicates mobile service focus.
Elite Phlebotomy Service,,0,8370 W Flagler St STE 222,,Miami,Florida,US,,(786) 424-8595,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Elite%20Phlebotomy%20Service&query_place_id=ChIJ62Boyh-52YgRLPG1I7Fl5nI,Yes,No,"Miami, Florida area",Mobile phlebotomy medical laboratory service based in Miami.
Island Life Phlebotomy,5,4,100410 Overseas Hwy #305,,Key Largo,Florida,US,https://islandlifephlebotomy.org/,(305) 879-9077,Laboratory,https://www.google.com/maps/search/?api=1&query=Island%20Life%20Phlebotomy&query_place_id=ChIJsRD-P7Rp14gRj8wYrq40u84,Yes,No,"Key Largo, Florida area",Mobile phlebotomy laboratory service specializing in Florida Keys region. Serves island communities.
Dynamic Touch Mobile Phlebotomy Staffing,5,6,1550 Madruga Ave,,Coral Gables,Florida,US,http://dynamictouchstaffing.com/,(561) 249-9081,Laboratory,https://www.google.com/maps/search/?api=1&query=Dynamic%20Touch%20Mobile%20Phlebotomy%20Staffing&query_place_id=ChIJ0XkM-mbH2YgRUkhqqzOE9lY,Yes,No,"Houston, Texas area",Mobile phlebotomy staffing service - company name clearly indicates mobile phlebotomy specialization.
OneBlood,4.4,38,1855 N University Dr #1827,,Coral Springs,Florida,US,https://www.oneblood.org/?utm_source=gmb&utm_medium=yext,(954) 282-5195,Blood donation center,https://www.google.com/maps/search/?api=1&query=OneBlood&query_place_id=ChIJteZhzD8F2YgRIhqnoFHhUGY,No,No,Southeast US,"Regional blood donation center, not a mobile phlebotomy service."
A Gentle Touch Inc,5,61,500 S Australian Ave #636,,West Palm Beach,Florida,US,http://phlebprovider.com/,(561) 320-3071,Blood testing service,https://www.google.com/maps/search/?api=1&query=A%20Gentle%20Touch%20Inc&query_place_id=ChIJbTxVy-lTN04RynxU0ZBIBHg,Yes,No,"West Palm Beach, Florida area","Mobile phlebotomy blood testing service provider. Focuses on gentle, professional blood collection."
Ruby’s Academy for Health Occupations,4.6,49,4735 N University Dr,,Lauderhill,Florida,US,http://www.rubysacademyhealth.com/,(954) 584-1970,Nursing school,https://www.google.com/maps/search/?api=1&query=Ruby%E2%80%99s%20Academy%20for%20Health%20Occupations&query_place_id=ChIJp5OnUd4G2YgR31Ic62tiD4A,,,,
iComply Testing Solutions | Pompano Beach - Drug Test - Paternity Test - Mobile Blood Test,5,37,555 S Pompano Pkwy Suite 3,,Pompano Beach,Florida,US,http://www.icomplytesting.com/,(954) 859-5981,Drug testing service,https://www.google.com/maps/search/?api=1&query=iComply%20Testing%20Solutions%20%7C%20Pompano%20Beach%20-%20Drug%20Test%20-%20Paternity%20Test%20-%20Mobile%20Blood%20Test&query_place_id=ChIJ32hqSGgD2YgRmoG9WQouWIQ,Yes,No,"Pompano Beach, Florida area","Drug testing service that offers mobile blood testing. Provides paternity testing, drug testing, and mobile blood collection services."
Chancellor Institute,4.5,56,2900 W Cypress Creek Rd STE 7,,Fort Lauderdale,Florida,US,https://ichancellor.edu/,(954) 400-0620,Nursing school,https://www.google.com/maps/search/?api=1&query=Chancellor%20Institute&query_place_id=ChIJZwxNZI4E2YgRIAO7F9Ice-I,No,No,"Fort Lauderdale, Florida","Nursing and medical training school, not a mobile phlebotomy service."
Any Lab Test Now,3.9,21,1676 S Congress Ave,,Palm Springs,Florida,US,https://www.anylabtestnow.com/palm-springs-33461/,(561) 323-2114,Blood testing service,https://www.google.com/maps/search/?api=1&query=Any%20Lab%20Test%20Now&query_place_id=ChIJzwu6TB3Y2IgRACleTZwF5f8,No,Yes,National franchise network,Fixed location blood testing service center franchise. Not a mobile phlebotomy service.
LA Medical Associates,4.8,116,11000 Prosperity Farms Rd STE 206,,Palm Beach Gardens,Florida,US,https://www.lamedicalpb.com/,(561) 433-5577,Doctor,https://www.google.com/maps/search/?api=1&query=LA%20Medical%20Associates&query_place_id=ChIJnaadaNUr34gRf0ICM3DanBs,No,No,"Palm Beach Gardens, Florida","Fixed medical practice/doctor office, not a mobile phlebotomy service."
American Health Associates,2.7,7,15712 SW 41st St #16,,Davie,Florida,US,https://www.americanhealthassociates.com/,(954) 349-1160,Medical laboratory,https://www.google.com/maps/search/?api=1&query=American%20Health%20Associates&query_place_id=ChIJfxGayTan2YgRx5v2S_bhpEM,No,No,"Davie, Florida","Fixed medical laboratory location, not a mobile phlebotomy service."
Bloom Direct Primary Care,5,15,8890 Terrene Ct,,Bonita Springs,Florida,US,http://www.bloomdirectprimarycare.com/,(239) 799-4181,Medical office,https://www.google.com/maps/search/?api=1&query=Bloom%20Direct%20Primary%20Care&query_place_id=ChIJ7waV-JMZ24gRxaH_fX27-pU,No,No,"Bonita Springs, Florida","Fixed medical office providing direct primary care, not a mobile phlebotomy service."
Centrum Health,4.9,110,3690 Davie Blvd,,Fort Lauderdale,Florida,US,https://www.centrumhealth.com/,(954) 833-0010,Medical clinic,https://www.google.com/maps/search/?api=1&query=Centrum%20Health&query_place_id=ChIJQ5-B60gH2YgRBxL_v9JPS9g,No,No,"Fort Lauderdale, Florida","Fixed medical clinic location, not a mobile phlebotomy service."
Care Resource Community Health Centers,4.6,640,3510 Biscayne Blvd,,Miami,Florida,US,https://careresource.org/,(305) 576-1234,Community health center,https://www.google.com/maps/search/?api=1&query=Care%20Resource%20Community%20Health%20Centers&query_place_id=ChIJ6ftNf1ax2YgRFPPtaeyev-8,No,No,"Miami, Florida area","Community health center with mobile units for HIV testing and wellness screenings, but not dedicated mobile phlebotomy services."
SMH Care Center at Clark Road,4.3,29,5880 Rand Blvd,,Sarasota,Florida,US,https://www.smh.com/Home/Locations/Health-Care-Center-at-Clark-Road,(941) 917-5111,Medical clinic,https://www.google.com/maps/search/?api=1&query=SMH%20Care%20Center%20at%20Clark%20Road&query_place_id=ChIJDW1lUqNGw4gRsUMHVRAbznI,No,No,"Sarasota, Florida","Fixed medical clinic location, not a mobile phlebotomy service."
"CRCS Mobile Health, LLC",5,1,,,Miami Beach,Florida,US,https://crcshealth.com/?utm_campaign=gmb,(786) 654-8131,Health spa,https://www.google.com/maps/search/?api=1&query=CRCS%20Mobile%20Health%2C%20LLC&query_place_id=ChIJg4TkzYK12YgRLNncHDeLPyw,Yes,No,"Miami Beach, Florida area","Mobile health and lab services offering DNA testing, phlebotomy services, IV therapy, DOT testing. Appointment-only service Mon-Sat 9AM-9PM."
Encore Medical Research of Weston LLC,4.9,32,2685 Executive Park Dr Suites 7 & 8,,Weston,Florida,US,https://encoremedicalresearch.com/,(954) 777-8827,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Encore%20Medical%20Research%20of%20Weston%20LLC&query_place_id=ChIJe7MiEP-h2YgRYW0QD0PJIao,No,No,"Weston, Florida","Fixed medical research laboratory, not a mobile phlebotomy service."
Millennium Physician Group - Naples Lab,4.9,171,6610 Willow Park Dr STE 101,,Naples,Florida,US,https://millenniumphysician.com/location/naples-willow-park-lab/,(239) 430-5571,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Millennium%20Physician%20Group%20-%20Naples%20Lab&query_place_id=ChIJI2ecic0d24gRNxfPPSrPENc,No,No,"Naples, Florida","Fixed laboratory facility, not a mobile phlebotomy service."
UNILAB Over 35years in business,4,39,2145 Davie Blvd,,Fort Lauderdale,Florida,US,http://unilabhealth.com/,(877) 522-5678,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UNILAB%20Over%2035years%20in%20business&query_place_id=ChIJ0SOZp7gA2YgRVKTme2v--a0,No,No,"Fort Lauderdale, Florida","Fixed medical laboratory location, not a mobile phlebotomy service."
Radiant Recharge,5,55,466 SW Port St Lucie Blvd #114,,Port St. Lucie,Florida,US,https://www.radiantrecharge.com/,(772) 837-0500,Wellness center,https://www.google.com/maps/search/?api=1&query=Radiant%20Recharge&query_place_id=ChIJc_dyrc8bzWsRrb1iRV6QqUI,No,No,"Port St. Lucie, Florida","Wellness center, not a mobile phlebotomy service."
