name,totalScore,reviewsCount,street,regions serviced,city,state,countryCode,website,phone,categoryName,url,is_mobile_phlebotomy,is_nationwide,verified_service_areas,validation_notes,logo,profileImage,businessImages,bio,foundedYear,teamSize,yearsExperience,zipCodes,serviceRadius,travelFee,googlePlaceId,testimonials,certifications,licenseNumber,insuranceAmount,specialties,emergencyAvailable,weekendAvailable,email,contactPerson,languages
OneBlood,4.3,36.0,2696 Martin Luther King Jr Blvd,"Panama City, Florida area",Panama City,Florida,US,https://www.oneblood.org/?utm_source=gmb&utm_medium=yext,(850) 785-9398,Blood donation center,https://www.google.com/maps/search/?api=1&query=OneBlood&query_place_id=ChIJrxeUsc6Dk4gRpTh3WKZC6iU,No,No,Southeast US,"Regional blood donation center, not a mobile phlebotomy service.",https://oneblood.scene7.com/is/image/oneblood/maximize-your-rewards-with-bg?qlt=82&ts=1729696982852&$HomepageCard-LR$&dpr=off,,,"Blood Donation Saves Lives | OneBlood                                                  Mobile              Give Blood    Why Give    Get Involved    Our Impact    View Promotions           Give Blood      Donate Blood    Donation Basics    Am I Eligible?    Prepare To Donate    Explore Blood Types    About Blood    Diverse Blood Supply    Frequently Asked Questions (FAQs)    LGBTQ+ Donors    Mad Cow Eligibility Change                    Why Give      Lifesaving Stories    I am OneBlood    Share My Story    What Happens to My Donation?                    Get Involved      Host a Blood Drive    Manage My Blood Drive                    Our Impact      Our Locations    Affiliations                    View Promotions      Find a Promotion    Ways to Earn                         Sign in         Careers           EN    ES               Find a Drive         Save a Life   Find a Drive                          Sign In / Create an Account    Your Account    Home    Appointments / Donation History    Health Summary    Rewards    My Challenges    Account    Chairperson Login      Sign Out         Careers       EN    ES                                Give Blood    Why Give    Get Involved    Our Impact    View Promotions                Donate Now    Donation Basics    Am I Eligible?    Prepare To Donate    Explore Blood Types    About Blood    Diverse Blood Supply    Frequently Asked Questions (FAQs)    LGBTQ+ Donors    Mad Cow Eligibility Change           Share Your Power   Every person has the power to save a life. Donate Today                              Lifesaving Stories    I am OneBlood    Share My Story    What Happens to My Donation?           Meet Merritt   Sharing diverse, remarkable, and inspiring real-life stories is what the I am OneBlood movement is all about.",,,,,,,ChIJrxeUsc6Dk4gRpTh3WKZC6iU,,ASCP Certified,,,,False,False,,,English
Gifted Hands Mobile Phlebotomy Llc,,0.0,4909 N Monroe St,"Tallahassee, Florida area",Tallahassee,Florida,US,https://giftedhandsmobilephlebotomyllc.com/,(229) 254-9203,Medical office,https://www.google.com/maps/search/?api=1&query=Gifted%20Hands%20Mobile%20Phlebotomy%20Llc&query_place_id=ChIJj2A93p_37IgRbzxKa8c_8Hc,Yes,No,"Tallahassee, Florida area",Mobile phlebotomy service - company name clearly indicates mobile specialization.,,,,"Gifted Hands Mobile Phlebotomy LLC                                Gifted Hands Mobile Phlebotomy LLC           Home  About  Services  What Sets Us Apart  Contact              Expert Mobile Phlebotomy Services  Gifted Hands Mobile Phlebotomy LLC  Gifted Hands Mobile Phlebotomy provides expert and convenient blood draw services at your location, ensuring a comfortable and hassle-free experience for all your testing needs. Contact us          Expert Care Where You Are  With over 25 years of experience in phlebotomy, Gifted Hands Mobile Phlebotomy LLC brings expert blood draw services to your doorstep.",,,25.0,,,,ChIJj2A93p_37IgRbzxKa8c_8Hc,,ASCP Certified,,,"Nursing Homes,Assisted Living",False,False,admin@giftedhandsmobilephlebotomyllc.com,,English
Any Lab Test Now,4.9,130.0,330 W 23rd St Suite H,"Panama City, Florida area",Panama City,Florida,US,https://www.anylabtestnow.com/panama-city-32405/,(850) 200-0180,Drug testing service,https://www.google.com/maps/search/?api=1&query=Any%20Lab%20Test%20Now&query_place_id=ChIJMxbakgeDk4gR-It1K2-cIUs,No,Yes,National franchise network,Fixed location blood testing service center franchise. Not a mobile phlebotomy service.,,,,"850-200-0180       Find us     $-$$  ANY LAB TEST NOW® - Panama City, FL    Find a Location                      How it works   How it Works  FAQs  Schedule an Appointment    General Health  Business Solutions  Drugs and Alcohol  DNA  STD  Nutritional Injections  Additional Tests              Welcome to Any Lab Test Now | Panama City, FL   Choose a test. Most tests take less than 15 minutes, and many results are ready within 24-72 hours.",,,,32405,,,ChIJMxbakgeDk4gR-It1K2-cIUs,,NHA,,$139 ,Corporate,False,True,,,English
Divine Mobile Phlebotomy Services,5.0,5.0,4751 Best Rd Suite 400P,"Atlanta, Georgia area",Atlanta,Georgia,US,https://www.dmpservice.site/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9597214995333659934,(470) 829-0120,Laboratory,https://www.google.com/maps/search/?api=1&query=Divine%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJ68_E0orj9IgR8-Fe-Ctu488,Yes,No,"Atlanta, Georgia metro area","Mobile phlebotomy service serving Metro Atlanta. Offers routine labs, STD testing, DOT testing, COVID testing, telehealth services.","https://static.wixstatic.com/media/779f74_e87cee29eb374b018fc8a6a82f51a2a4~mv2.png/v1/crop/x_0,y_131,w_1400,h_488/fill/w_304,h_106,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Divine%20logo_edited_edited_edited.png",,,"Divine Mobile Phlebotomy Services  | Mobile lab | Metro Atlanta, GA, USA               top of page Get Ready to Take Control of Your Health TODAY! No Insurance! No Doctor! Not a problem! Schedule an Appointment Our Services Routine Labs We offer all routine test such as CBC, Comprehensive Metabolic, Basic Metabolic, TSH, Urinalysis, Lipids, and much more. Contact Divine Mobile  Phlebotomy Service Our Address Location:4751 Best road Atlanta, GA 30337  Email: admin1@dmpservice.",,,,30337,,,ChIJ68_E0orj9IgR8-Fe-Ctu488,,ASCP Certified,,,,False,True,admin1@dmpservice.site,,English
Caring Hands Mobile Phlebotomy,5.0,8.0,1445 Woodmont Ln NW suite 558,"Atlanta, Georgia area",Atlanta,Georgia,US,https://caringhandsphlebo.com/,(678) 603-4240,Laboratory,https://www.google.com/maps/search/?api=1&query=Caring%20Hands%20Mobile%20Phlebotomy&query_place_id=ChIJyZFLxBcZjggRPfCq2f8C8_c,Yes,No,"Atlanta, Georgia area",Mobile phlebotomy service - company name clearly indicates mobile specialization.,,,,Caring Hands Mobile Phlebotomy - Making It Convenient for You. com/partners/caringhandsphlebo Caring Hands Mobile Phlebotomy (678) 603-4240 fax : 678-703-2884  Info@caringhandsphlebo.,,,,,,,ChIJyZFLxBcZjggRPfCq2f8C8_c,,ASCP Certified,,,,False,False,filler@godaddy.com,,English
Lifesouth Community Blood Centers,3.9,10.0,301 Woodrow Wilson Dr,"Valdosta, Georgia area",Valdosta,Georgia,US,http://lifesouth.org/,(229) 219-1616,Blood donation center,https://www.google.com/maps/search/?api=1&query=Lifesouth%20Community%20Blood%20Centers&query_place_id=ChIJJ9Tc_iRn7ogRlo7cysRJ7CQ,No,No,Southeast US,"Blood donation center, not a mobile phlebotomy service.",http://lifesouth.org/wp-content/themes/lifesouth/assets/img/lifesouth-logo.svg,,,"Lifesouth Community Blood Centers                                                       Giving Blood  Back  What You Need to Know Become a Sickle Cell Hero Elite Donors Current Donor Recognition Gifts Donor FAQs Patient Stories Get Involved  Back  Host a Blood Drive Volunteer Opportunities Cord Blood Bank Community Foundation Specialist in Blood Banking Certificate Program For Schools LifeSouth Research Institute For Hospitals  Back  Patient Blood Management and Related Forms Laboratory Services Autologous, Directed & Therapeutic Services Hospital Notifications & Product Codes Accreditation & Licenses About Us  Back  Reports & Financial Information Our Supporters Brand Guidelines Who We Are Hospitals We Serve Accreditation & Licenses Contact Us Careers       Giving Blood   What You Need to Know  Become a Sickle Cell Hero  Elite Donors  Current Donor Recognition Gifts  Donor FAQs  Patient Stories    Get Involved   Host a Blood Drive  Volunteer Opportunities  Cord Blood Bank  Community Foundation  Specialist in Blood Banking Certificate Program  For Schools  LifeSouth Research Institute    For Hospitals   Patient Blood Management and Related Forms  Laboratory Services  Autologous, Directed & Therapeutic Services  Hospital Notifications & Product Codes  Accreditation & Licenses    About Us   Reports & Financial Information  Our Supporters  Brand Guidelines  Who We Are  Hospitals We Serve  Accreditation & Licenses    Contact Us  Careers                              Login      Donors    Hospitals         Host a Blood Drive  Find a Blood Drive  For Hospitals   Patient Blood Management and Related Forms  Laboratory Services  Autologous, Directed & Therapeutic Services  Hospital Notifications & Product Codes  Accreditation & Licenses           Select Page                             T-Shirt for All Blood Donors in September!  In September all blood donors receive a LifeSouth t-shirt. Are you at risk? Diabetes A1c testing is FREE with each LifeSouth blood donation!     Learn More                       Urgent Need for O Negative Blood Donors!  O- blood supplies at your local hospitals have reached critically low levels.",,,,32607,,,ChIJJ9Tc_iRn7ogRlo7cysRJ7CQ,,ASCP Certified,,,,True,False,contact@lifesouth.org,,English
Hawaii Medical Training Center - Honolulu,4.8,72.0,900 N Nimitz Hwy Suite 202,"Honolulu, Hawaii area",Honolulu,Hawaii,US,http://www.gohmtc.com/,(808) 392-3037,Medical school,https://www.google.com/maps/search/?api=1&query=Hawaii%20Medical%20Training%20Center%20-%20Honolulu&query_place_id=ChIJhzD7xT9kAHwRXMEmKLC1AHU,No,No,"Honolulu, Hawaii","Medical training school, not a mobile phlebotomy service.",,,,"Home                                HAWAII MEDICAL TRAINING CENTER        Home    About Us    Reviews    Contact Us    Phlebotomy    EKG Technician    Pharmacy Technician    FAQs    Terms of Enrollment/Refund Policy       Home    About Us    Reviews    Contact Us    Phlebotomy    EKG Technician    Pharmacy Technician    FAQs    Terms of Enrollment/Refund Policy        Search                WELCOME TO HAWAII MEDICAL TRAINING CENTER                  “Launch Your Healthcare Career in Just Weeks – Phlebotomy, EKG, & Pharmacy Tech Training in Honolulu!”  Nationally recognized programs.",,,,,,,ChIJhzD7xT9kAHwRXMEmKLC1AHU,,CERTIFIED,,,,False,False,,,English
Lab Services at Idaho Elks Children's Pavilion: Boise,,0.0,305 E Jefferson St,"Boise, Idaho area",Boise,Idaho,US,https://www.stlukesonline.org/communities-and-locations/facilities/labs-and-imaging-centers/lab-services-at-idaho-elks-childrens-pavilion,(208) 706-5437,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Lab%20Services%20at%20Idaho%20Elks%20Children's%20Pavilion%3A%20Boise&query_place_id=ChIJreCK27n5rlQRwIizouRp9xo,No,No,"Boise, Idaho","Fixed laboratory facility at hospital, not a mobile phlebotomy service.",https://assets.slhs.org/images/assets/NewLogo-Primary-Large.svg/Zz1jNmJhMDVjMDc2ZTYxMWYwOGViZTM2OWFlN2Q4YmIyZA==,,,Lab Services at Idaho Elks Children's Pavilion: Boise Skip to Main Content MyChart Pay a Bill Help  Get Care  Patients & Visitors  Specialties & Services  Healthier Communities  Giving  Get Care  Patients & Visitors  Specialties & Services     Home Get Care Locations Lab Services Lab Services at Idaho Elks Children's Pavilion: Boise Lab Services Lab Services Lab Services Lab Services at Idaho Elks Children's Pavilion: Boise 305 E. info You do not need an appointment for most lab visits.,,,,83712,,,ChIJreCK27n5rlQRwIizouRp9xo,,ASCP Certified,,,,False,False,,,English
Valor Health,4.0,148.0,1202 E Locust St,"Emmett, Idaho area",Emmett,Idaho,US,http://www.valorhealth.org/,(208) 365-3561,Hospital,https://www.google.com/maps/search/?api=1&query=Valor%20Health&query_place_id=ChIJD9vsQosJr1QRmagF5riNLPU,No,No,"Emmett, Idaho","Hospital facility, not a mobile phlebotomy service.",https://www.valorhealth.org/wp-content/uploads/2016/03/valor-health-logo.jpg,,,"Valor Health is Gem County's Local Hospital | Emmett, ID                                                                             Skip to content                       Portal Registration  Portal Login  Pay Bill      (208) 365-3561                       MENU MENU MENU MENU Home Providers Services     Behavioral Health   Cardio/Respiratory  Dialysis  Emergency Medicine  Family Medicine   Foot and Ankle Care      Imaging  Immunizations   Infusion   Laboratory  Ortho / Sports Medicine   Pain Management     Specialty Medicine  Surgical Services  Sleep Medicine  Transitional Care   Urgent Care  Valor Health Center  Wound Care    Patient   About our Patient Services  Looking for a local physician? Want to access your latest records? Ready to pay a bill? Here are resources to help you move forward. Values  Leadership  Community  Foundation    News Careers Contact       Search for:    Search          Search                                Main Menu              Providers  Services   Menu Toggle       Behavioral Health Services    Cardio / Respiratory Services    Dialysis Care    Emergency Services – Available Now    Family Medicine    Foot and Ankle Care    Imaging Service    Immunizations    Infusion Services    Laboratory    Orthopedic Care and Sports Medicine    Pain Management    Sleep Medicine    Specialty Medicine    Surgical Services    Transitional Care    Urgent Care    Valor Health Center    Wound Care    Patient   Menu Toggle       Medical Records    Valor Health Financial Services    Patient Rights    Price Estimate    Patient Portal FAQ    Patient-Centered Medical Home    Patient and Family Advisory Council    Visitors    About   Menu Toggle       Values    Leadership    Community    Foundation    Careers  News & Events  Contact                  Family Medicine     Urgent Care     Orthopedic Care     Specialty Medicine     Laboratory     Emergency Medicine     Imaging                     Family Medicine Family Medicine Learn More Wound Find more Wound Care Pain Find more Pain Management Valor Find more A New Family Medicine, Pediatric, & Urgent Care Clinic – Coming Soon!  New Valor Health Center           Family Medicine     Urgent Care     Orthopedic Care     Specialty Medicine     Laboratory      Emergency Medicine     Imaging     Google Reviews                  Nurses United  2025-08-22    Trustindex verifies that the original source of the review is Google.",,,,83617,,,ChIJD9vsQosJr1QRmagF5riNLPU,,ASCP Certified,,,Pediatric,True,False,,,English
Interpath Laboratory Inc,2.2,29.0,8660 W Emerald St #102,"Boise, Idaho area",Boise,Idaho,US,http://www.interpathlab.com/,(208) 375-2350,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Interpath%20Laboratory%20Inc&query_place_id=ChIJzzRnAm5WrlQRPSnlztlH5f0,No,No,"Boise, Idaho","Fixed medical laboratory location, not a mobile phlebotomy service.",https://www.interpathlab.com/wp-content/uploads/2024/07/Interpath-logo-1.svg,,,"Home - Interpath Laboratory - Precision Lab, Fast Turnaround                                                                                   Skip to content             1-800-452-8106      Contact      Careers               Search                 EMDEON      I-Web      Patient Bill Pay                                            About     Close About    Open About                About        About Us            Our Story         Our Vision         Our Mission         Our Values         Why Choose Interpath         Accreditations           Education Center            Latest News         Publications         Resources           Careers            Careers               Test Library        Education Center     Close Education Center    Open Education Center                Education Center        Education Center            Latest News         Publications         Resources               Locations        Contact Us        Patients     Close Patients    Open Patients                Patients        Testing            Order Lab Tests Online         Test Library         Test Information         Test Updates         Patient Collection Instructions         Blood Collection Tube Guide               Find a Location           Education Center            Latest News         Publications         Resources           Billing            Billing         Pay My Bill         Billing Policy         Billing FAQ               Healthcare Professionals     Close Healthcare Professionals    Open Healthcare Professionals                Healthcare Professionals        Healthcare Professional Tools            EMDEON Clinician (Order Labs)         I-Web (View Lab Results)         Order Supplies         ABN Information         Critical Values Table           Testing            Test Library         Test Updates         Specimen Collection Information         Microbiology Collection Quick Reference Guide         Test Requisition            Test Requisition           Healthcare Resources            Medicare ICD-10 Guide         Education Center            Latest News         Publications         Resources         Insurance            Third Party Payers Insurance                                                   About   About Us   Our Story  Our Vision  Our Mission  Our Values  Why Choose Interpath  Accreditations    Education Center   Latest News  Publications  Resources    Careers    Test Library  Education Center   Latest News  Publications  Resources    Locations  Contact Us  Patients   Testing   Test Library  Test Information  Test Updates  Patient Collection Instructions    Education Center   Latest News  Publications  Resources    Billing   Billing  Pay My Bill  Billing Policy  Billing FAQ      Health Care Professionals   Healthcare Professional Tools​   EMDEON Clinician (Order Labs)  I-Web (View Lab Results)  Order Supplies  ABN Information  Critical Values Table    Testing   Test Library  Test Updates  Specimen Collection Information  Microbiology Collection Quick Reference Guide  Test Requisition    Healthcare Resources​   Medicare ICD-10 Guide    Education Center​   Latest News  Publications  Resources    Insurance​   Third Party Payers Insurance                   1-800-452-8106      Contact      Careers            EMDEON      I-Web      Test Library      Patient Bill Pay                                order lab tests from home​      Stop Guessing, Start Testing      Introducing InterpathDirect a n online platform where you can order lab tests without a doctor’s order. LEARN MORE               Welcome to Interpath Laboratory      Where Laboratory Meets Local      We are a family-owned and operated , clinical and anatomic pathology medical laboratory —and the largest, independent laboratory in the Pacific Northwest.",1967.0,,,,,,ChIJzzRnAm5WrlQRPSnlztlH5f0,,ASCP Certified,,$50 ,,False,False,billing@interpathlab.com,,English
