title,totalScore,reviewsCount,street,regions serviced,city,state,countryCode,website,phone,categoryName,url
"One Call We Draw Mobile Phlebotomy Services, LLC",5,21,15488 Old Jacksonville Hwy Suite 100,,Tyler,Texas,US,https://onecallwedraw.com/,(430) 287-2081,Medical laboratory,https://www.google.com/maps/search/?api=1&query=One%20Call%20We%20Draw%20Mobile%20Phlebotomy%20Services%2C%20LLC&query_place_id=ChIJs6E695XLSYYR7vF-iF3cwTY
D of J Mobile Phlebotomy Services LLC,5,1,4830 Wilson Rd suite 300 # 231,,Humble,Texas,US,http://www.dofjmps.com/,(346) 215-1553,Blood testing service,https://www.google.com/maps/search/?api=1&query=D%20of%20J%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJCTxP7GexQIYRk6QudlqooXI
Feather Touch Mobile Phlebotomy,5,9,2459 E Hebron Pkwy #130,,Carrollton,Texas,US,https://www.feathertouchphleb.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13281473808518637643,(833) 467-4532,Laboratory,https://www.google.com/maps/search/?api=1&query=Feather%20Touch%20Mobile%20Phlebotomy&query_place_id=ChIJTxxclt4lTIYRhpMIs5mm5CA
Gentle Hands Mobile Phlebotomy and More LLC,5,6,14405 Walters Rd Ste 807,,Houston,Texas,US,https://www.ghmpandmorellc.com/,(346) 317-1192,Laboratory,https://www.google.com/maps/search/?api=1&query=Gentle%20Hands%20Mobile%20Phlebotomy%20and%20More%20LLC&query_place_id=ChIJQffNMHPNQIYRe_K--7j9_aQ
Precision Mobile Phlebotomy Services LLC,,0,8330 Lyndon B Johnson Fwy #674,,Dallas,Texas,US,,(888) 428-2218,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Precision%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJ7RKVYOIhTIYRknvyDyL3YpM
"Dee's Mobile Phlebotomy Services,LLC",4.4,21,9894 Bissonnet St #715,,Houston,Texas,US,http://www.dmphlebotomy.com/,(713) 485-4167,Medical clinic,https://www.google.com/maps/search/?api=1&query=Dee's%20Mobile%20Phlebotomy%20Services%2CLLC&query_place_id=ChIJP6CV6ajCQIYRU25yZHATk0U
Comfort Mobile Phlebotomy LLC,5,19,2310 N Henderson Ave suite B 1215,,Dallas,Texas,US,https://comfortmobilephlebotomy.com/,(214) 779-3531,Retail space rental agency,https://www.google.com/maps/search/?api=1&query=Comfort%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJyZwEwoufToYRq1TDyYo1apk
Various Veins Mobile Phlebotomy Services,5,5,801 Travis St Ste 2101,,Houston,Texas,US,https://www.variousveins.com/,(713) 893-7765,Blood testing service,https://www.google.com/maps/search/?api=1&query=Various%20Veins%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJjbR87si_QIYRvcRUlYI8C1g
On The Go Mobile Phlebotomy,5,162,13612 Midway Rd #412,,Farmers Branch,Texas,US,http://www.onthegolabs.com/,(214) 997-3046,Drug testing service,https://www.google.com/maps/search/?api=1&query=On%20The%20Go%20Mobile%20Phlebotomy&query_place_id=ChIJaUcqIu6JToYR5IZ6eZkhSp4
One Stick Lab,5,26,4201 Cypress Creek Pkwy Suite 225,,Houston,Texas,US,https://onesticklab.com/,(281) 919-2188,Laboratory,https://www.google.com/maps/search/?api=1&query=One%20Stick%20Lab&query_place_id=ChIJIQNDeefLQIYR80bPZ3bxZgI
Soft Touch Lab Services,5,52,3617 Broadway #501,,San Antonio,Texas,US,http://www.softtouchmpsllc.com/,(210) 605-3319,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Soft%20Touch%20Lab%20Services&query_place_id=ChIJsSNe98mNXIYRNyqgs3V_8R0
Labcorp,3,61,864 Central Blvd Ste 900,,Brownsville,Texas,US,https://locations.labcorp.com/tx/brownsville/7096/,(956) 547-6600,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJ7R59JROUb4YREy_wYSbegto
New Start School,4.7,137,709 N Main St,,McAllen,Texas,US,http://www.newstartschool.com/,(956) 682-5670,Nursing school,https://www.google.com/maps/search/?api=1&query=New%20Start%20School&query_place_id=ChIJDaUPuDmnZYYR0vwS6UttV70
All Star Medical Supply,5,12,1408 E Jasmine Ave Ste D,,McAllen,Texas,US,https://allstarmedsupply.us/laboratory-diagnostic-supplies-our-products/,(956) 618-1330,Medical supply store,https://www.google.com/maps/search/?api=1&query=All%20Star%20Medical%20Supply&query_place_id=ChIJSz_8n8CgZYYRQPPq3lqlA0c
Harmony Mobile Phlebotomy LLC,,0,2582 Main St,,Ingleside,Texas,US,https://www.harmonymobilephlebotomy.com/,(361) 229-7217,Laboratory,https://www.google.com/maps/search/?api=1&query=Harmony%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJy6WQOC1RaIYRoWZWVW__zvo
RGTC Mobile Lab Service LLC,4.9,93,2000 25th Ave N Suite 109,,Texas City,Texas,US,http://rgtcmobilelabservicellc.com/?utm_source=gmb&utm_medium=referral,(409) 526-5237,Drug testing service,https://www.google.com/maps/search/?api=1&query=RGTC%20Mobile%20Lab%20Service%20LLC&query_place_id=ChIJDadajiF5P4YRFcpynaQiGHA
Labdraw Express,5,12,302 N Houston Ave #201,,Humble,Texas,US,http://www.labdrawex.com/,(832) 776-7399,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labdraw%20Express&query_place_id=ChIJJRbYgTHJQIYRfshiT0FaLlI
Medical Mobile Services,5,1,7211 Regency Square Blvd # 106,,Houston,Texas,US,http://medicalmobileservicescompany.com/,(832) 343-6014,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Medical%20Mobile%20Services&query_place_id=ChIJ48LZ914nQYYRWqMMWctFeHE
Izzy's Care,5,1,3417 73rd St #68,,Lubbock,Texas,US,,(806) 401-6044,Home health care service,https://www.google.com/maps/search/?api=1&query=Izzy's%20Care&query_place_id=ChIJe7aliYsuPA4RdPc2FQ7tT8A
Elite Phlebotomy Mobile Services,,0,8990 Kirby Dr Ste. 220,,Houston,Texas,US,,(800) 442-9038,Health consultant,https://www.google.com/maps/search/?api=1&query=Elite%20Phlebotomy%20Mobile%20Services&query_place_id=ChIJpVted7Tc4SIRNq8qiuavxgU
Sincere touch mobile phlebotomy llc and phlebotomy training center And Lab,5,14,1166 Country Club Ln suites 8/10,,Fort Worth,Texas,US,http://sinceremobilephlebotomy.net/,(817) 939-3117,Blood testing service,https://www.google.com/maps/search/?api=1&query=Sincere%20touch%20mobile%20phlebotomy%20llc%20and%20phlebotomy%20training%20center%20And%20Lab&query_place_id=ChIJ23EKUg97ToYRNny80ppmtW4
"Dr. Monzer H. Yazji, MD",2.2,203,502 S Closner Blvd,,Edinburg,Texas,US,http://www.yazjimd.com/,(956) 292-0100,Internist,https://www.google.com/maps/search/?api=1&query=Dr.%20Monzer%20H.%20Yazji%2C%20MD&query_place_id=ChIJtcUxehShZYYRLJZKmsX5BPg
The Blood Fairy Mobile Phlebotomy,5,10,3200 Wilcrest Dr Ste 170=-11,,Houston,Texas,US,https://www.tbfmobilephlebotomy.com/,(346) 608-3443,Local medical services,https://www.google.com/maps/search/?api=1&query=The%20Blood%20Fairy%20Mobile%20Phlebotomy&query_place_id=ChIJnxF7U5MXbWgRXoAYru3MSIA
Physicians Preferred Laboratory,3.9,15,3501 S Soncy Rd # 116,,Amarillo,Texas,US,https://www.apgppl.com/,(806) 358-1211,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Physicians%20Preferred%20Laboratory&query_place_id=ChIJzcjRLfRQAYcRtke3asgXDPE
Prime Medical Testing,2.8,24,3400 Olsen Blvd,,Amarillo,Texas,US,http://www.primemedicaltesting.com/,(806) 359-7600,Drug testing service,https://www.google.com/maps/search/?api=1&query=Prime%20Medical%20Testing&query_place_id=ChIJ2dDdKcVPAYcRff80kELZB6A
Premier Mobile Phlebotomy,,0,115 Dixie Dr STE 130,,Lake Jackson,Texas,US,,(979) 248-7149,Blood testing service,https://www.google.com/maps/search/?api=1&query=Premier%20Mobile%20Phlebotomy&query_place_id=ChIJEWsvzcNBQIYRvdcE43ZGtrE
Dynamic Touch Mobile Phlebotomy Staffing,4.5,2,2626 S Loop W Ste 250,,Houston,Texas,US,https://dynamictouchstaffing.com/,(561) 249-9081,Laboratory,https://www.google.com/maps/search/?api=1&query=Dynamic%20Touch%20Mobile%20Phlebotomy%20Staffing&query_place_id=ChIJubxlnm3BQIYRtWzNWCU1PrY
Shark Techs Mobile Phlebotomy,1,1,6609 Blanco Rd,,San Antonio,Texas,US,,(210) 838-6991,Laboratory,https://www.google.com/maps/search/?api=1&query=Shark%20Techs%20Mobile%20Phlebotomy&query_place_id=ChIJSXcFhWlhXIYR0sO85w8_qi0
Shaw's Mobile Phlebotomy,,0,6060 Montgomery Dr Suite 116,,San Antonio,Texas,US,,(210) 233-9779,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Shaw's%20Mobile%20Phlebotomy&query_place_id=ChIJx3gDAIPzXIYRT4dg61_Fxak
Rezultz International INC,,0,1001 Texas Ave,,Houston,Texas,US,https://www.rezultz.org/,,Educational consultant,https://www.google.com/maps/search/?api=1&query=Rezultz%20International%20INC&query_place_id=ChIJi-NH-76_QIYR1XunfIiiZ0s
"LB Diagnostic Laboratory, LLC",4.7,7,814 Maranon Ln,,Houston,Texas,US,https://www.lb-diagnostic-laboratory-llc.net/,(832) 292-4862,Laboratory,https://www.google.com/maps/search/?api=1&query=LB%20Diagnostic%20Laboratory%2C%20LLC&query_place_id=ChIJfXhsfDnLQIYRGSRhpVG0kvg
Discounted Labs,4.3,6,1302 Waugh Dr #143,,Houston,Texas,US,http://discountedlabs.com/,(281) 740-7989,Laboratory,https://www.google.com/maps/search/?api=1&query=Discounted%20Labs&query_place_id=ChIJmZJRuqbAQIYRgG4FK1ftL7I
Finlay Training Institute - Licensed and Certified Medical School,5,132,14521 Old Katy Rd Suite 200,,Houston,Texas,US,https://finlayti.com/,(832) 871-4800,Medical school,https://www.google.com/maps/search/?api=1&query=Finlay%20Training%20Institute%20-%20Licensed%20and%20Certified%20Medical%20School&query_place_id=ChIJkRkbf4zbQIYRdedDlCasAlA
Butterfly Phlebotomy,5,6,151 Park Ave Suite 130,,League City,Texas,US,https://butterflyphlebotomy21.org/,(409) 877-6466,Laboratory,https://www.google.com/maps/search/?api=1&query=Butterfly%20Phlebotomy&query_place_id=ChIJ45zi1yAxZU8RaGQdPktbUoY
1st choice mobile phlebotomy,,0,,,San Antonio,Texas,US,http://www.1stchoicemobilephlebotomy.com/,(726) 203-5437,Medical laboratory,https://www.google.com/maps/search/?api=1&query=1st%20choice%20mobile%20phlebotomy&query_place_id=ChIJixZUHeNZXIYRrtA9A5ppkBE
Brighton Mobile Phlebotomy,,0,17350 Tomball Pkwy,,Houston,Texas,US,http://brightonblooddraw.com/,(855) 426-7522,Blood testing service,https://www.google.com/maps/search/?api=1&query=Brighton%20Mobile%20Phlebotomy&query_place_id=ChIJ0d2lT-fNQIYRvEhrfiEOO9o
ARCpoint Labs of Katy,4.9,256,21777 Merchants Way Suite 420,,Katy,Texas,US,https://arcpointlabs.com/katy/,(713) 832-9993,Drug testing service,https://www.google.com/maps/search/?api=1&query=ARCpoint%20Labs%20of%20Katy&query_place_id=ChIJKcCPt84nQYYR3AncVo00F2U
Cavala Scientific,5,5,21803 Morton Rd STE 650-200,,Katy,Texas,US,http://www.cavalascientific.com/,(346) 300-3929,Medical supply store,https://www.google.com/maps/search/?api=1&query=Cavala%20Scientific&query_place_id=ChIJ48JyUrwnQYYRJcgvck_Tvfg
The Blood Connector,5,5,440 Louisiana St #900,,Houston,Texas,US,http://thebloodconnector.square.site/,(832) 919-6753,Medical laboratory,https://www.google.com/maps/search/?api=1&query=The%20Blood%20Connector&query_place_id=ChIJjbAOuqu1eS4RBlL-UNkx1VQ
Houston Mobile Lab,1,1,9920 Hwy 90 Alt Suite D160,,Sugar Land,Texas,US,http://www.houstonmobilelab.com/,(832) 947-3036,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Houston%20Mobile%20Lab&query_place_id=ChIJ3cUcr9XnQIYRTjK1ZPiScZU
"KS Health Services, LLC",5,13,7999 Hansen Rd ste 305,,Houston,Texas,US,http://www.kshealthservices.com/,(772) 353-6120,Medical laboratory,https://www.google.com/maps/search/?api=1&query=KS%20Health%20Services%2C%20LLC&query_place_id=ChIJ_whfDqKdQIYRR3prFGCIaJ0
Ashley's Phlebotomy School,5,10,4205 Broadway St #207,,Pearland,Texas,US,http://www.ashleyphelbs.com/,(281) 935-8937,Vocational secondary school,https://www.google.com/maps/search/?api=1&query=Ashley's%20Phlebotomy%20School&query_place_id=ChIJ0dp_gEiRQIYREldmrW3UYaU
ARCpoint Labs of Houston Northwest,4.9,477,11200 Northwest Fwy #500,,Houston,Texas,US,https://www.arcpointlabs.com/houston-northwest/?utm_source=GMrB&utm_medium=organic&utm_campaign=Houston,(832) 583-0050,Drug testing service,https://www.google.com/maps/search/?api=1&query=ARCpoint%20Labs%20of%20Houston%20Northwest&query_place_id=ChIJ9ySQ731t7ywR6uM1of6TCzI
360 Mobile Labs,4.9,103,"2600 SOUTH LOOP W SUITE 475M 340 N SAM HOUSTON PKWY E HOUSTON TX 77060, 2600 S Loop W SUITE 328",,Houston,TX,US,http://www.360mobilelabs.net/,(844) 622-8466,Education center,https://www.google.com/maps/search/?api=1&query=360%20Mobile%20Labs&query_place_id=ChIJ2_eB8MnBQIYRLK52cz-yDpE
blood Squad Labs,,0,,,Katy,TX,US,https://www.bloodsquadlabs.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4695957506398914211,(346) 205-1815,Home health care service,https://www.google.com/maps/search/?api=1&query=blood%20Squad%20Labs&query_place_id=ChIJsyt6RnAlQYYRyv-ZFm3hvlU
VeniLabs | Mobile Phlebotomy And Health Screenings In Utah,5,11,7533 Center View Ct Suite R,,West Jordan,Utah,US,http://venilaboratories.com/,(801) 610-6036,Medical laboratory,https://www.google.com/maps/search/?api=1&query=VeniLabs%20%7C%20Mobile%20Phlebotomy%20And%20Health%20Screenings%20In%20Utah&query_place_id=ChIJhxBr7FFEH2ERHEqapoPtQpE
Zamadhi’s Mobile Phlebotomy,5,1,,,Provo,Utah,US,,,Blood testing service,https://www.google.com/maps/search/?api=1&query=Zamadhi%E2%80%99s%20Mobile%20Phlebotomy&query_place_id=ChIJ0eXvHLSXTYcRrAV96Vcet8g
Epic Mobile Phlebotomy and Drug Testing Services,5,6,2011 Princess Anne St ste 205,,Fredericksburg,Virginia,US,https://www.epicmobilephlebotomy.com/,(540) 702-8199,Blood testing service,https://www.google.com/maps/search/?api=1&query=Epic%20Mobile%20Phlebotomy%20and%20Drug%20Testing%20Services&query_place_id=ChIJofrbedrDtokR19fAh-Y8zQs
Moores Mobile Solutions,4.9,32,5116 Williamson Rd,,Roanoke,Virginia,US,https://www.mooresmobile.com/,(540) 929-0300,Drug testing service,https://www.google.com/maps/search/?api=1&query=Moores%20Mobile%20Solutions&query_place_id=ChIJ7TFeNbYPTYgR33fSNMGap38
QuantumLab Solutions Mobile Phlebotomy Services,4.6,11,7304 Lakewood Dr W Suite 22,,Lakewood,Washington,US,http://quantummobilesolutions.com/,(888) 522-7443,Blood testing service,https://www.google.com/maps/search/?api=1&query=QuantumLab%20Solutions%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJ5yaKhlGe3KIRggeaYtH52oo
Connect Mobile Phlebotomy,5,6,4730 University Wy NE,,Seattle,Washington,US,https://connectmobilephlebotomy.com/,(360) 220-7615,Home health care service,https://www.google.com/maps/search/?api=1&query=Connect%20Mobile%20Phlebotomy&query_place_id=ChIJcXFHlngVkFQRyU8psekDXvA
Best Of Care Mobile Phlebotomy,5,11,3008 Valley Rd NE,,Moses Lake,Washington,US,https://www.bestofcarephlebotomy.com/,(509) 793-3069,Blood testing service,https://www.google.com/maps/search/?api=1&query=Best%20Of%20Care%20Mobile%20Phlebotomy&query_place_id=ChIJvQEaP711oWwRHN6rCLQfcWk
Phlebelle Mobile Services,5,18,2102 E McLoughlin Blvd ste 102,,Vancouver,Washington,US,http://www.phlebellemobile.com/,(253) 881-6984,Laboratory,https://www.google.com/maps/search/?api=1&query=Phlebelle%20Mobile%20Services&query_place_id=ChIJa8-6TQCvlVQR-qo0uDSjz3s
Spokane Testing Solutions,4.6,36,357 E 3rd Ave,,Spokane,Washington,US,http://www.spokanetestingsolutions.com/,(509) 838-7133,Drug testing service,https://www.google.com/maps/search/?api=1&query=Spokane%20Testing%20Solutions&query_place_id=ChIJ33MznogYnlQROmURH4IRj40
Mariposa Mobile Phlebotomy,5,28,,,,Louisiana,US,https://www.mariposaphlebotomy.com/,(707) 280-3651,Home health care service,https://www.google.com/maps/search/?api=1&query=Mariposa%20Mobile%20Phlebotomy&query_place_id=ChIJoeP8ynZLhIAR84hBnHhr4JI
Vein-U Mobile Blood Draw,5,52,,Capital Region,,Washington,US,https://www.veinublooddraw.com/,(518) 386-8678,Home health care service,https://www.google.com/maps/search/?api=1&query=Vein-U%20Mobile%20Blood%20Draw&query_place_id=ChIJbyw_8MQN3okRhMtyg4uWqcQ
Eazy Prickz Mobile Solutions,,0,67 Sand Pit Rd,,Danbury,Connecticut,US,http://www.eazyprickz.com/,(833) 397-7425,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Eazy%20Prickz%20Mobile%20Solutions&query_place_id=ChIJiWgsHp6MLaIR09AykjonbFQ
PFM Mobile Phlebotomy and Wellness LLC,5,26,,,New England,Connecticut,US,http://pfmphlebotomy.com/,(401) 241-9605,Medical group,https://www.google.com/maps/search/?api=1&query=PFM%20Mobile%20Phlebotomy%20and%20Wellness%20LLC&query_place_id=ChIJo-9odR275YkRrddJBW_aJIo
Phlebstick Mobile LLC,5,96,,,,Connecticut,US,https://www.phlebstickmobile.com/,(860) 964-6533,Blood testing service,https://www.google.com/maps/search/?api=1&query=Phlebstick%20Mobile%20LLC&query_place_id=ChIJhynWIC2z54kRQRfjeL9HCl0
VeinEx Mobile Phlebotomy LLC,5,25,,,,Connecticut,US,http://www.veinexct.com/,(203) 489-5418,Blood testing service,https://www.google.com/maps/search/?api=1&query=VeinEx%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJt6D3UtCXDacRquQIM4gLGBQ
Sufficient Mobile Labs LLC,5,37,,,,Pennsylvania,US,http://sufficientmobilelabs.com/,(475) 281-9394,Blood testing service,https://www.google.com/maps/search/?api=1&query=Sufficient%20Mobile%20Labs%20LLC&query_place_id=ChIJuSYYfyUWJKgRLdUAlraSwkM
603 Mobile Phlebotomy Services,5,2,,,,New Hampshire,US,https://www.603mobilephlebotomyservices.com/,(603) 496-2088,Blood testing service,https://www.google.com/maps/search/?api=1&query=603%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJTUHVdqyBdwQRo5abEF51Tys
Gentle Touch Mobile Phlebotomy,5,17,,,,Oregon,US,http://www.gentletouchmobilephlebotomy.com/,(360) 690-6364,Laboratory,https://www.google.com/maps/search/?api=1&query=Gentle%20Touch%20Mobile%20Phlebotomy&query_place_id=ChIJ7fOTSdellVQRrax2Uyyh2Yc
Bella Mobile Phlebotomy Services,5,29,,,Seattle,Washington,US,https://bellamobilephlebotomyservices.com/,(206) 356-5392,Laboratory,https://www.google.com/maps/search/?api=1&query=Bella%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJne6lBOMbkFQRD6gPf-_MBnI
Busy B Mobile Phlebotomy,4.6,10,,,"Pompano Beach, Boca Raton, Fort Lauderdale",Florida,US,,(954) 480-3585,Laboratory,https://www.google.com/maps/search/?api=1&query=Busy%20B%20Mobile%20Phlebotomy&query_place_id=ChIJ_TAvWc8F2YgRyDJ-2h1J1iM
Labcare Express Mobile Phlebotomy Services,5,35,,,Jacksonville,Florida,US,http://www.labcarexpress.com/,(904) 999-4771,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcare%20Express%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJx8x50osmwE0RHFqIUUwLCZc
At Home Mobile Phlebotomy,5,17,,,Sacramento ,California,US,https://www.athomemedlabs.com/,(530) 908-1096,Laboratory,https://www.google.com/maps/search/?api=1&query=At%20Home%20Mobile%20Phlebotomy&query_place_id=ChIJpZQs75QcI04Rm87hvbFU3mI
PHLEBS MOBILE PHLEBOTOMY SERVICES LLC,5,13,23131 Michigan Ave #1204,,Dearborn,Michigan,US,https://www.phlebsmobilephlebotomyservicesllc.com/,(248) 832-2859,Laboratory,https://www.google.com/maps/search/?api=1&query=PHLEBS%20MOBILE%20PHLEBOTOMY%20SERVICES%20LLC&query_place_id=ChIJo8_MXtHXH6gRWJ0Xz16eVBs
Mobile Phlebotomy Express,3.7,3,,,,,US,https://mobilephlebotomyexpress.com/,(813) 526-5439,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Express&query_place_id=ChIJpwgzbeR3OmwRewgOVi1DYv0
GetBlood Mobile Phlebotomy,5,86,,,Tampa,Florida,US,,(323) 948-2555,Home health care service,https://www.google.com/maps/search/?api=1&query=GetBlood%20Mobile%20Phlebotomy&query_place_id=ChIJCyGYBdu3woARAbPPWDvVlNs
The Phleb Mobile Phlebotomy Services,5,5,,,Santa Barbara,California,US,http://www.thephlebservices.com/,,Blood testing service,https://www.google.com/maps/search/?api=1&query=The%20Phleb%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJ0U6CVDalJC8R7M8dtelrveQ
Sunshine Mobile Phlebotomy Services,5,79,3500 Posner Blvd,,Davenport,Florida,US,https://sunshinemobilephlebotomy.com/,(689) 407-6243,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Sunshine%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJFWu0D7p73YgRfb7kk647fkA
Express Mobile Phlebotomy,5,64,,,Fort Myers,Florida,US,http://www.expressmobilephlebotomy.com/,(239) 322-6544,Blood testing service,https://www.google.com/maps/search/?api=1&query=Express%20Mobile%20Phlebotomy&query_place_id=ChIJZwQb1UAH24gRd9IUGsI3f4I
"ALLSTIX MOBILE PHLEBOTOMY SERVICES, LLC.",4.9,43,,,Atlanta,Georgia,US,https://allstixmobile.com/,(833) 500-1965,Blood testing service,https://www.google.com/maps/search/?api=1&query=ALLSTIX%20MOBILE%20PHLEBOTOMY%20SERVICES%2C%20LLC.&query_place_id=ChIJ3VCDw9U8g6QRCLgZiEJhMEw
Oasis Mobile Phlebotomy LLC.,5,11,,"Broward County, Miami-Dade County",,Florida,US,https://www.oasisphlebotomy.com/,(877) 735-3531,Blood testing service,https://www.google.com/maps/search/?api=1&query=Oasis%20Mobile%20Phlebotomy%20LLC.&query_place_id=ChIJKRL5Bz4A12QROUuuCl0j1ys
One Stop Exam Mobile Phlebotomy Service,4.9,74,,,,Virginia,US,http://www.onestopexam.com/,(301) 818-1206,Medical laboratory,https://www.google.com/maps/search/?api=1&query=One%20Stop%20Exam%20Mobile%20Phlebotomy%20Service&query_place_id=ChIJCwyCneWArg0Rshii-RgBhTg
PhlebCARE Mobile Phlebotomy,5,24,,,San Diego,California,US,https://www.mobilephlebcare.com/,(888) 959-9382,Blood testing service,https://www.google.com/maps/search/?api=1&query=PhlebCARE%20Mobile%20Phlebotomy&query_place_id=ChIJgSPr8kDsNC0Rlush056l4VQ
LabCall Mobile Phlebotomy Services,5,6,,Tri-Cities,,Washington,US,https://mylabcall.com/,(509) 567-5873,Medical clinic,https://www.google.com/maps/search/?api=1&query=LabCall%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJY2JC5HUEkgsRcNKy3yxBJH0
Reset Mobile Phlebotomy Services,5,11,,,Baltimore,Maryland,US,https://resetmobilephlebotomyservice.com/,(443) 272-1423,Laboratory,https://www.google.com/maps/search/?api=1&query=Reset%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJydaq0L6B-yIRZqsXkC1km_I
Mariposa mobile phlebotomy,5,2,,Bay Area,,California,US,https://www.mariposaphlebotomy.com/,(707) 280-3651,Laboratory,https://www.google.com/maps/search/?api=1&query=Mariposa%20mobile%20phlebotomy&query_place_id=ChIJwYvhFZsSakkR9d6A4Nk8-XI
Superior Phlebotomy Mobile Technician LLC,5,41,,,Philadelphia,Pennsylvania,US,http://www.superiorphlebotomymt.org/,(856) 447-2200,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Superior%20Phlebotomy%20Mobile%20Technician%20LLC&query_place_id=ChIJdyq4ycVB-AgRZZHp3U3ZXAo
"Gentle Touch Lab Services, Inc Mobile Phlebotomy",5,1,,,,Oregon,US,,(971) 241-9891,Establishment,https://www.google.com/maps/search/?api=1&query=Gentle%20Touch%20Lab%20Services%2C%20Inc%20Mobile%20Phlebotomy&query_place_id=ChIJATJH4O1NlVQRKGziwiWeJ7k
Lab dash Mobile LLC Mobile Phlebotomy Services,5,2,,,Los Angeles,California,US,https://labdashmobile.com/,(661) 714-9505,Blood testing service,https://www.google.com/maps/search/?api=1&query=Lab%20dash%20Mobile%20LLC%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJB6YfR-vEXA0R6YEAp7N5zvY
"Mobile Phlebotomy Services of Florida, LLC",5,477,,"South Florida, Treasure Coast",,Florida,US,http://mobilephlebotomyservicesfl.com/,(754) 227-9238,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Services%20of%20Florida%2C%20LLC&query_place_id=ChIJTU1Ur8UJ2YgR0rvjDqiw6iE
Hands of Care Mobile Phlebotomy,5,26,,"Sacramento County, Yolo County, Placer County, El Dorado County",,California,US,http://www.handsofcaremobile.com/,(916) 730-9633,Laboratory,https://www.google.com/maps/search/?api=1&query=Hands%20of%20Care%20Mobile%20Phlebotomy&query_place_id=ChIJuXoTOk53FqoRtEnYSNqAarE
Wonder Stick Mobile Phlebotomy,5,5,,,Philadelphia,Pennsylvania,US,https://www.wonderstick.health/,(888) 978-4256,Blood testing service,https://www.google.com/maps/search/?api=1&query=Wonder%20Stick%20Mobile%20Phlebotomy&query_place_id=ChIJzaReE5ozWCIR8lGlyX9YCrE
"Advanced Mobile Phlebotomy Service, LLC",5,12,,,"Charlotte, Statesville, Mooresville, Hntersville, Winston Salem, LakeNorman, Hickory",North Carolina,US,http://www.advancedmobilephlebotomyservice.com/,(704) 437-1780,Laboratory,https://www.google.com/maps/search/?api=1&query=Advanced%20Mobile%20Phlebotomy%20Service%2C%20LLC&query_place_id=ChIJvQo-CrdiB4IR3dZTUBPzK8M
Lab Exodus Mobile Phlebotomy Hawaii,5,12,,,Kalaheo,Hawaii,US,https://www.labexodus.com/,(808) 634-4298,Laboratory,https://www.google.com/maps/search/?api=1&query=Lab%20Exodus%20Mobile%20Phlebotomy%20Hawaii&query_place_id=ChIJ18XEZOVxUEcRyhKMWC1sTeU
Speedy Mobile Phlebotomy LLC,5,139,,"Broward County, Miami-Dade County, Palm Beach County",,Florida,US,http://www.smpofflorida.com/,(954) 675-1044,Laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJ91el61mk2YgRn-YpwiGXBEw
Home Draw Mobile Phlebotomy,5,30,,,,Illinois,US,https://www.homedrawmobile.com/,(630) 277-9456,Laboratory,https://www.google.com/maps/search/?api=1&query=Home%20Draw%20Mobile%20Phlebotomy&query_place_id=ChIJIb896VXvDogRt-oQDQWlCII
Mobile Phlebotomy of The South,5,1,,,Baton Rouge,Louisiana,US,,(225) 384-6657,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20of%20The%20South&query_place_id=ChIJC9UHgjujJoYRhSwimtnGEYo
